id,latitude,longitude
33947283,37.8704106,-122.2309587
33947287,37.8704239,-122.2309863
33947290,37.8704554,-122.2310097
33947294,37.8705226,-122.2310448
33947297,37.8706885,-122.2310635
33947315,37.8704024,-122.2310470
33947317,37.8703031,-122.2311744
33947319,37.8703147,-122.2312456
33947322,37.8702336,-122.2313830
33947324,37.8702253,-122.2314905
33947328,37.8702121,-122.2316147
33947330,37.8701276,-122.2317537
33947333,37.8700250,-122.2318596
33947335,37.8699522,-122.2319556
33947338,37.8698479,-122.2319424
33947340,37.8698969,-122.2319964
33947342,37.8698710,-122.2320800
33947345,37.8698656,-122.2321490
33947347,37.8696867,-122.2332111
33947349,37.8694708,-122.2346939
33947352,37.8696445,-122.2349674
33947354,37.8697182,-122.2353660
33947357,37.8697292,-122.2356970
33947359,37.8695894,-122.2358392
33947361,37.8694444,-122.2358901
33947363,37.8694274,-122.2359196
33947365,37.8694518,-122.2360055
33947367,37.8694867,-122.2360242
33947368,37.8695566,-122.2360283
33947369,37.8697256,-122.2361344
33947370,37.8697606,-122.2361921
33947372,37.8694927,-122.2363128
33947375,37.8693847,-122.2364831
33947377,37.8692672,-122.2367486
33947378,37.8689592,-122.2369069
33947380,37.8686775,-122.2370571
33947381,37.8686680,-122.2371242
33947383,37.8687982,-122.2374661
33947384,37.8688565,-122.2380442
33947385,37.8688713,-122.2381756
33947387,37.8688660,-122.2383446
33947388,37.8688649,-122.2386141
33947390,37.8691084,-122.2387831
33947393,37.8692101,-122.2388689
33947395,37.8694334,-122.2391801
33947399,37.8696155,-122.2393222
33947401,37.8697913,-122.2395301
33947404,37.8698082,-122.2396937
33947406,37.8696949,-122.2395413
33947408,37.8696401,-122.2395713
33947411,37.8696074,-122.2396223
33947413,37.8694912,-122.2396850
33947416,37.8693946,-122.2396954
33947418,37.8692509,-122.2396510
33947421,37.8690824,-122.2395060
33947423,37.8690234,-122.2394592
33947426,37.8688474,-122.2393363
33947429,37.8687246,-122.2392553
33947431,37.8686371,-122.2392932
33947434,37.8686027,-122.2393073
33947436,37.8685392,-122.2392979
33947439,37.8684259,-122.2391825
33947441,37.8683916,-122.2390698
33947444,37.8683145,-122.2388962
33947446,37.8682081,-122.2388049
33947448,37.8681115,-122.2386984
33947452,37.8680204,-122.2385482
33947454,37.8679685,-122.2384382
33947459,37.8679061,-122.2382076
33947462,37.8678881,-122.2379957
33947464,37.8679167,-122.2377489
33947467,37.8679495,-122.2374740
33947469,37.8679463,-122.2371360
33947472,37.8678299,-122.2368450
33947474,37.8677716,-122.2366137
33947477,37.8677473,-122.2364956
33947479,37.8695748,-122.2394476
33947481,37.8693663,-122.2393771
33947482,37.8692147,-122.2394042
33947484,37.8676658,-122.2366378
33947485,37.8678203,-122.2363481
33947486,37.8680310,-122.2361027
33947488,37.8698844,-122.2361371
33947489,37.8644292,-122.2435852
33947492,37.8644292,-122.2430264
33947494,37.8644423,-122.2429209
33947496,37.8645650,-122.2427528
33947509,37.8642798,-122.2431744
33947511,37.8642049,-122.2426730
33947513,37.8641600,-122.2429708
33947515,37.8641451,-122.2428761
33947517,37.8631079,-122.2424917
33947526,37.8692712,-122.2398468
33947528,37.8691723,-122.2400856
33947530,37.8691177,-122.2403687
34351114,37.8661529,-122.2465302
34351117,37.8660877,-122.2462931
34351120,37.8660217,-122.2460992
34351123,37.8659008,-122.2456458
34351127,37.8656590,-122.2450593
34351130,37.8655530,-122.2445825
34351134,37.8655397,-122.2434040
34351137,37.8655948,-122.2430645
34351141,37.8658439,-122.2434514
34351144,37.8661317,-122.2434344
34351148,37.8662173,-122.2435784
34351151,37.8662348,-122.2434720
34351155,37.8662755,-122.2435844
34351164,37.8665279,-122.2430025
34351168,37.8665390,-122.2425227
34351171,37.8666912,-122.2418136
34351177,37.8668566,-122.2415875
34351180,37.8669577,-122.2413779
34351184,37.8670651,-122.2407039
34351187,37.8673096,-122.2409260
34351191,37.8673710,-122.2409396
34351195,37.8674343,-122.2408544
34351198,37.8674635,-122.2407755
34351201,37.8675434,-122.2405521
34351204,37.8676253,-122.2401806
34351207,37.8675503,-122.2396179
34351211,37.8674596,-122.2392415
34351214,37.8655918,-122.2429651
34351218,37.8671033,-122.2402137
34351221,37.8673435,-122.2398616
34351225,37.8674458,-122.2400527
34351228,37.8675049,-122.2402212
34351232,37.8706414,-122.2312112
34351235,37.8706192,-122.2313400
34351239,37.8706276,-122.2314499
34351242,37.8705768,-122.2322211
34351247,37.8705260,-122.2323002
34351251,37.8703985,-122.2324636
34351256,37.8705715,-122.2327441
34351261,37.8707631,-122.2327656
34351264,37.8708203,-122.2330834
34351268,37.8704339,-122.2335582
34351272,37.8703206,-122.2339954
34351275,37.8703439,-122.2342904
34351278,37.8699988,-122.2345868
34351281,37.8700803,-122.2351018
34351285,37.8700528,-122.2351903
34351288,37.8699607,-122.2354813
34351292,37.8699766,-122.2358488
34351296,37.8699691,-122.2359963
34351299,37.8697828,-122.2397836
34351305,37.8697024,-122.2399324
34351308,37.8696484,-122.2401322
34351312,37.8696949,-122.2406218
34351316,37.8698551,-122.2411130
34351318,37.8699808,-122.2414640
34351323,37.8700994,-122.2418314
34351326,37.8701075,-122.2420583
34351330,37.8700782,-122.2421976
34351333,37.8699206,-122.2426299
34351336,37.8697802,-122.2431026
34351341,37.8689446,-122.2394892
34351343,37.8688836,-122.2395487
34351346,37.8663201,-122.2435065
34351349,37.8665064,-122.2434657
34351351,37.8665279,-122.2432171
34351354,37.8696849,-122.2430972
34351357,37.8697227,-122.2428300
34351361,37.8696779,-122.2425117
34351364,37.8696546,-122.2419618
34351366,37.8695014,-122.2415064
34351369,37.8693524,-122.2409829
34351371,37.8692120,-122.2406169
34351374,37.8689906,-122.2400891
34351376,37.8690034,-122.2397997
34351379,37.8695226,-122.2408935
34351394,37.8659707,-122.2459235
34351396,37.8700729,-122.2349972
34351399,37.8702459,-122.2325485
34351401,37.8702571,-122.2324321
34351419,37.8700507,-122.2344674
34351422,37.8702020,-122.2344111
34485310,37.8643968,-122.2406952
34485314,37.8661398,-122.2470015
34485328,37.8657645,-122.2468012
34485331,37.8642146,-122.2451424
34485332,37.8641508,-122.2451077
34485333,37.8642863,-122.2449199
34485334,37.8642799,-122.2448609
34485335,37.8642482,-122.2448207
34485336,37.8640936,-122.2447215
35706045,37.8630221,-122.2425561
35706049,37.8627542,-122.2426057
35706052,37.8626007,-122.2425346
35706059,37.8624262,-122.2424912
35706060,37.8622526,-122.2424322
35706063,37.8621467,-122.2423839
35706073,37.8655748,-122.2404716
35706076,37.8694647,-122.2329236
35706080,37.8693758,-122.2329155
35706083,37.8692763,-122.2328753
35706085,37.8705124,-122.2307429
35706087,37.8706394,-122.2305230
35706089,37.8708597,-122.2302225
35706091,37.8709020,-122.2300080
35706094,37.8708893,-122.2295466
35706097,37.8708999,-122.2294286
35706102,37.8709274,-122.2293508
35706107,37.8714775,-122.2291363
35706112,37.8717231,-122.2290532
35706118,37.8719349,-122.2289110
35706123,37.8719776,-122.2287876
35706129,37.8719670,-122.2285113
35706133,37.8718706,-122.2281401
35706139,37.8718738,-122.2278193
35706145,37.8722143,-122.2275567
35706150,37.8723691,-122.2273162
35706155,37.8725326,-122.2271332
35706159,37.8728571,-122.2269621
35706164,37.8732319,-122.2268652
35706170,37.8734339,-122.2268625
35706463,37.8718343,-122.2292678
35706464,37.8717581,-122.2293509
35706465,37.8717020,-122.2294086
35706466,37.8715527,-122.2295490
35706532,37.8735215,-122.2270361
35706533,37.8737100,-122.2272264
35706534,37.8739805,-122.2273070
35706535,37.8740335,-122.2273258
35706536,37.8741457,-122.2276074
35706537,37.8742409,-122.2278220
35706539,37.8743193,-122.2279695
35706541,37.8744742,-122.2281146
35706543,37.8746732,-122.2279965
35706545,37.8747807,-122.2279550
35706547,37.8749659,-122.2279644
35706549,37.8746674,-122.2282340
35706551,37.8746356,-122.2282997
35706552,37.8744006,-122.2283721
35706553,37.8742609,-122.2283292
35706554,37.8742028,-122.2282753
35706555,37.8738344,-122.2280795
35706556,37.8735855,-122.2280140
35706557,37.8733579,-122.2281414
35706558,37.8731409,-122.2282125
35706559,37.8727894,-122.2282916
35706560,37.8726063,-122.2285599
35706561,37.8725883,-122.2287007
35706562,37.8725385,-122.2293256
35706563,37.8724887,-122.2294973
35706564,37.8723225,-122.2298648
35706565,37.8721944,-122.2303476
35706566,37.8719975,-122.2306292
35706567,37.8718620,-122.2307378
35706568,37.8716270,-122.2307620
35706569,37.8713739,-122.2306902
35706570,37.8711548,-122.2306131
35706571,37.8709971,-122.2306600
35706572,37.8708817,-122.2308008
35706573,37.8707255,-122.2310080
35706579,37.8675317,-122.2393933
35718715,37.8609763,-122.2433676
35718716,37.8611602,-122.2433641
35718717,37.8617973,-122.2436982
35718718,37.8622843,-122.2440067
35718719,37.8625999,-122.2440496
35718720,37.8626380,-122.2440254
35718721,37.8626655,-122.2439155
35718722,37.8625999,-122.2437492
35718723,37.8622314,-122.2434648
35718724,37.8621044,-122.2433415
35718725,37.8618418,-122.2428962
35718726,37.8616110,-122.2420835
35718727,37.8617972,-122.2415714
35718728,37.8620827,-122.2412345
35718729,37.8622166,-122.2409972
35718731,37.8622483,-122.2408202
35718734,37.8608969,-122.2430146
35718737,37.8605924,-122.2425958
35718741,37.8606580,-122.2416141
35718744,37.8609711,-122.2411509
35718750,37.8615582,-122.2396349
35718753,37.8620108,-122.2387240
35718759,37.8627449,-122.2372326
35718763,37.8630611,-122.2360431
35718766,37.8638100,-122.2339026
35718768,37.8641691,-122.2330937
35718771,37.8651713,-122.2316888
35718774,37.8655791,-122.2313050
35718778,37.8664618,-122.2308445
35718781,37.8671015,-122.2303146
35718784,37.8679719,-122.2298289
35718787,37.8684185,-122.2292585
35718791,37.8689955,-122.2286114
35718794,37.8691554,-122.2277450
35718797,37.8696869,-122.2263704
35718800,37.8698530,-122.2258333
35718819,37.8703665,-122.2250910
35718823,37.8706619,-122.2249032
35718826,37.8714993,-122.2244707
35718829,37.8715681,-122.2241683
35718832,37.8707455,-122.2234575
35718834,37.8703496,-122.2229814
35718836,37.8702088,-122.2224208
35718838,37.8706471,-122.2211186
35718841,37.8706555,-122.2208021
35718844,37.8703750,-122.2205540
35718848,37.8701791,-122.2202308
35718851,37.8699473,-122.2194771
35718854,37.8697684,-122.2191874
35718857,37.8689273,-122.2180472
35718860,37.8687567,-122.2179140
35718864,37.8683587,-122.2178422
35718993,37.8795755,-122.2217804
35718994,37.8803834,-122.2237099
35718995,37.8803889,-122.2241585
35718996,37.8803233,-122.2244104
35718997,37.8796382,-122.2258042
35718998,37.8795908,-122.2260359
35718999,37.8795840,-122.2261990
35719000,37.8798321,-122.2273968
35719002,37.8803970,-122.2295979
35719016,37.8829832,-122.2360619
35719039,37.8811202,-122.2437471
35719040,37.8816509,-122.2437418
35719042,37.8821276,-122.2438777
35719043,37.8822820,-122.2441215
35719044,37.8828314,-122.2451937
35719045,37.8830036,-122.2458334
35719046,37.8831558,-122.2464896
35719055,37.8598274,-122.2443826
35719056,37.8604339,-122.2442853
35719057,37.8607276,-122.2440502
35719058,37.8609418,-122.2435185
35719059,37.8621781,-122.2426027
35719060,37.8622356,-122.2427272
35719090,37.8665885,-122.2470487
35719091,37.8674801,-122.2471079
35719092,37.8675411,-122.2470736
35719098,37.8660581,-122.2484031
35719099,37.8667234,-122.2484854
35719100,37.8669436,-122.2486406
35719101,37.8672516,-122.2490792
35719102,37.8673889,-122.2495786
35719103,37.8674121,-122.2498413
35719109,37.8693935,-122.2497631
35719110,37.8699536,-122.2497495
35719111,37.8701666,-122.2497119
35719112,37.8702597,-122.2495982
35719113,37.8707408,-122.2493641
35719114,37.8711078,-122.2494433
35719115,37.8713999,-122.2496515
35719116,37.8717193,-122.2500067
35719117,37.8719623,-122.2503507
35719118,37.8720527,-122.2505919
35719119,37.8717427,-122.2490373
35719120,37.8721779,-122.2477037
35719122,37.8727889,-122.2455300
35719123,37.8727910,-122.2446100
35719124,37.8727148,-122.2440494
35719125,37.8726894,-122.2431750
35719126,37.8726023,-122.2420394
35719127,37.8729538,-122.2408469
35719128,37.8739195,-122.2403573
35719129,37.8745078,-122.2392072
35719130,37.8746610,-122.2390788
35719132,37.8756506,-122.2386496
35719133,37.8758583,-122.2387788
35719135,37.8756926,-122.2412876
35719136,37.8756757,-122.2414164
35719137,37.8757821,-122.2418978
35719138,37.8760680,-122.2420525
35719139,37.8769265,-122.2422084
35719140,37.8772176,-122.2424220
35719141,37.8774616,-122.2427117
35719142,37.8779848,-122.2437330
35719143,37.8783719,-122.2441808
35719144,37.8784990,-122.2442693
35719145,37.8787340,-122.2446448
35719146,37.8789499,-122.2453100
35719147,37.8792145,-122.2457204
35719148,37.8798588,-122.2460506
35719149,37.8802409,-122.2462890
35719150,37.8804591,-122.2468503
35719152,37.8810377,-122.2472562
35719153,37.8811113,-122.2471807
35719154,37.8811980,-122.2469417
35719155,37.8811927,-122.2456757
35719156,37.8811961,-122.2455139
35719157,37.8813485,-122.2450499
35719158,37.8815941,-122.2448219
35719159,37.8818667,-122.2448073
35719160,37.8819951,-122.2448516
35719161,37.8821237,-122.2449683
35719162,37.8825931,-122.2456976
35719163,37.8827527,-122.2458497
35719164,37.8829024,-122.2458779
35719165,37.8703117,-122.2493622
35719172,37.8693077,-122.2489158
35719176,37.8683913,-122.2475516
35719177,37.8684351,-122.2471771
35719178,37.8685452,-122.2468150
35719179,37.8684743,-122.2464167
35719180,37.8684404,-122.2461042
35719181,37.8685272,-122.2456938
35719182,37.8685251,-122.2454605
35719183,37.8683525,-122.2449026
35719184,37.8682827,-122.2440872
35719185,37.8682022,-122.2436017
35719186,37.8683123,-122.2432557
35719187,37.8682890,-122.2431001
35719188,37.8681238,-122.2430706
35719189,37.8678592,-122.2431940
35719190,37.8674060,-122.2433737
35719191,37.8669889,-122.2435212
35719192,37.8666882,-122.2436071
35719193,37.8665274,-122.2435621
35719194,37.8674535,-122.2440088
35719195,37.8674166,-122.2442132
35719196,37.8672682,-122.2443020
35719197,37.8668969,-122.2444053
35719198,37.8665279,-122.2427622
35719199,37.8671604,-122.2424591
35719200,37.8674039,-122.2424805
35719201,37.8675606,-122.2424403
35719202,37.8676601,-122.2423518
35719203,37.8679693,-122.2421399
35719204,37.8681704,-122.2420460
35719205,37.8683165,-122.2416678
35719206,37.8683631,-122.2416061
35719207,37.8685029,-122.2416061
35719208,37.8687146,-122.2419012
35719209,37.8688761,-122.2424052
35719210,37.8688676,-122.2426681
35719211,37.8689057,-122.2430221
35719212,37.8688803,-122.2434137
35719213,37.8690688,-122.2441513
35719214,37.8691640,-122.2442774
35719215,37.8693885,-122.2448245
35719216,37.8694501,-122.2452304
35719217,37.8694038,-122.2457877
35719218,37.8694097,-122.2461361
35719219,37.8697315,-122.2463373
35719220,37.8698960,-122.2465149
35719221,37.8699160,-122.2468774
35719222,37.8697817,-122.2471492
35719223,37.8695598,-122.2472529
35719224,37.8692916,-122.2472186
35719225,37.8689380,-122.2470228
35719226,37.8688649,-122.2468512
35719227,37.8687363,-122.2464446
35719228,37.8685823,-122.2458226
35719229,37.8686034,-122.2457180
35719230,37.8686204,-122.2455812
35719231,37.8686024,-122.2454766
35719232,37.8688274,-122.2476409
35719233,37.8690984,-122.2478152
35719234,37.8695833,-122.2477938
35719235,37.8698225,-122.2477589
35719236,37.8699728,-122.2476412
35719237,37.8704408,-122.2473571
35719238,37.8703519,-122.2476388
35719240,37.8698670,-122.2488210
35719241,37.8695409,-122.2488264
35719242,37.8696223,-122.2430970
35719243,37.8694652,-122.2415167
35719244,37.8692885,-122.2410542
35719245,37.8691466,-122.2408317
35719246,37.8689961,-122.2403343
35719247,37.8688849,-122.2400987
35719248,37.8685083,-122.2396367
35719249,37.8681909,-122.2395064
35719250,37.8678711,-122.2398994
35719251,37.8677727,-122.2400804
35719252,37.8690114,-122.2407750
35719253,37.8688783,-122.2406026
35719254,37.8687889,-122.2404085
35719255,37.8687402,-122.2403244
35719256,37.8683996,-122.2402063
35719257,37.8681611,-122.2406401
35719258,37.8678737,-122.2410020
35719259,37.8673125,-122.2417158
35719260,37.8672495,-122.2417466
35719261,37.8670889,-122.2417662
35719262,37.8620747,-122.2423410
35719833,37.8799421,-122.2278482
35719834,37.8691301,-122.2407770
35725886,37.8677876,-122.2492395
35725887,37.8676961,-122.2489109
51665147,37.9056946,-122.2611315
51665154,37.9052341,-122.2604133
51665160,37.9050669,-122.2599734
51665165,37.9048447,-122.2598635
51665170,37.9039368,-122.2589757
51665175,37.9037040,-122.2585841
51665178,37.9039854,-122.2579674
51665186,37.9040884,-122.2577406
51665190,37.9040312,-122.2567162
51665194,37.9039552,-122.2565495
51665200,37.9036892,-122.2556470
51665204,37.9029157,-122.2547481
51665208,37.9022754,-122.2542147
51665213,37.9017336,-122.2538982
51665218,37.8997050,-122.2530029
51665224,37.8994759,-122.2527272
51665235,37.8986049,-122.2521313
51665240,37.8985848,-122.2518832
51665243,37.8977999,-122.2512372
51665250,37.8972908,-122.2513048
51665256,37.8976182,-122.2506536
51665262,37.8975476,-122.2504035
51665269,37.8968153,-122.2496438
51665276,37.8965292,-122.2495767
51665278,37.8962530,-122.2494064
51665286,37.8960625,-122.2493407
51665289,37.8958165,-122.2490451
51665294,37.8955471,-122.2484723
51665298,37.8952294,-122.2474987
51665303,37.8952111,-122.2472444
51665310,37.8952317,-122.2466020
51665317,37.8952115,-122.2462313
51665327,37.9048793,-122.2449527
51665334,37.9046849,-122.2451247
51665347,37.9037808,-122.2469233
51665353,37.9042349,-122.2473042
51665362,37.9044428,-122.2502811
51665366,37.9047041,-122.2505600
51665370,37.9052819,-122.2500692
51665375,37.9059147,-122.2494979
51665380,37.9062681,-122.2493128
51665387,37.9063075,-122.2493819
51665393,37.9060544,-122.2507357
51665398,37.9062099,-122.2521841
51665403,37.9062977,-122.2523491
51665405,37.9065757,-122.2526896
51665412,37.9066744,-122.2534755
51665418,37.9072232,-122.2536890
51665423,37.9073278,-122.2536469
51665436,37.9076052,-122.2530517
51665443,37.9077474,-122.2524657
51665446,37.9082754,-122.2520259
51665450,37.9082405,-122.2526065
51665456,37.9084214,-122.2531135
51665459,37.9084913,-122.2534716
51665461,37.9087018,-122.2538833
51665466,37.9085029,-122.2541569
51665469,37.9085061,-122.2546008
51665473,37.9088087,-122.2548837
51665478,37.9087579,-122.2549857
51665483,37.9084066,-122.2553545
51665486,37.9083283,-122.2555878
51665490,37.9082542,-122.2558198
51665494,37.9079224,-122.2560052
51665500,37.9075612,-122.2564636
51665504,37.9074585,-122.2565561
51665509,37.9073591,-122.2567358
51665514,37.9069951,-122.2572387
51665517,37.9068480,-122.2573380
51665521,37.9065326,-122.2575901
51665527,37.9060506,-122.2582575
51665531,37.9057898,-122.2583840
51665536,37.9056618,-122.2585114
51665539,37.9055549,-122.2587944
51665543,37.9055750,-122.2589701
51665575,37.9057363,-122.2592464
51665583,37.9057496,-122.2597479
51665588,37.9058279,-122.2600202
51665595,37.9058279,-122.2602978
51665599,37.9058332,-122.2604426
51665604,37.8962211,-122.2488977
51665608,37.8960888,-122.2486732
51665612,37.8960620,-122.2484750
51665618,37.8960366,-122.2483462
51665625,37.8959858,-122.2483033
51665628,37.8955696,-122.2481398
51665631,37.8954643,-122.2479450
51665635,37.8953336,-122.2474696
51665639,37.8953336,-122.2472053
51665644,37.8953833,-122.2467774
51665651,37.8954428,-122.2463750
51665653,37.8955064,-122.2463306
51665657,37.8956969,-122.2462581
51665663,37.8956923,-122.2459357
51665667,37.8956651,-122.2458007
51665672,37.8956719,-122.2456289
51665676,37.8957625,-122.2452523
51665679,37.8961011,-122.2452550
51665681,37.8961562,-122.2454642
51665689,37.8962472,-122.2455929
51665694,37.8964123,-122.2457619
51665699,37.8964694,-122.2459819
51665705,37.8966290,-122.2466009
51665712,37.8968751,-122.2467729
51665718,37.8974674,-122.2468574
51665722,37.8976833,-122.2471244
51665726,37.8978592,-122.2471011
52978704,37.8614067,-122.2534879
52978706,37.8615291,-122.2511567
52978708,37.8617557,-122.2470049
52978764,37.8696297,-122.2450428
52978765,37.8700226,-122.2449659
52978767,37.8703206,-122.2445418
52978769,37.8706266,-122.2442401
52978771,37.8709590,-122.2440510
52978773,37.8711930,-122.2438619
52978775,37.8712268,-122.2434233
52978777,37.8714703,-122.2416397
52978780,37.8713811,-122.2406549
52978782,37.8711848,-122.2405640
52978784,37.8712073,-122.2403212
52978858,37.8488360,-122.2953314
52978891,37.8488787,-122.3005391
52979808,37.8540233,-122.2460541
52979810,37.8539502,-122.2465329
52980317,37.8729497,-122.2528725
52980319,37.8720756,-122.2519242
52980321,37.8718471,-122.2517550
52980578,37.8712036,-122.2544156
52980579,37.8712965,-122.2539314
52980581,37.8712797,-122.2538363
52980584,37.8712243,-122.2535702
52980624,37.8753275,-122.2583237
52980625,37.8748946,-122.2570550
52980649,37.8746748,-122.2579177
52980653,37.8738506,-122.2574619
52980669,37.8732499,-122.2572892
52982361,37.8780872,-122.3076816
52987320,37.8669946,-122.3028326
52987337,37.8676404,-122.2987918
52987338,37.8674335,-122.2998263
52987667,37.8733617,-122.2598861
52987668,37.8739081,-122.2599958
52987672,37.8746059,-122.2600538
52987674,37.8749595,-122.2601304
52987680,37.8716048,-122.2653978
52987682,37.8715312,-122.2655820
52987684,37.8714897,-122.2657034
52987686,37.8714752,-122.2659149
52987947,37.8526781,-122.2289990
52989304,37.8838226,-122.2657378
52989306,37.8825544,-122.2655893
52989421,37.8782528,-122.3068653
52991585,37.8486317,-122.2314760
52991818,37.8712928,-122.2544633
52991820,37.8721544,-122.2545398
52991821,37.8724145,-122.2547173
52991823,37.8724701,-122.2550317
52991825,37.8722997,-122.2564351
52991827,37.8720918,-122.2568799
52991829,37.8718208,-122.2574512
52991832,37.8712562,-122.2580568
52991834,37.8707314,-122.2596192
52991882,37.8666655,-122.3044817
52991907,37.8874448,-122.3038844
52992726,37.8706006,-122.3144248
52993536,37.8676499,-122.2999073
52994382,37.8418523,-122.2626432
52995542,37.8665298,-122.3051466
52996303,37.8778998,-122.2435606
52996310,37.8775841,-122.2483860
52996313,37.8789076,-122.2496708
52996323,37.8767622,-122.2509454
52996328,37.8775369,-122.2518231
52996335,37.8732085,-122.2605822
52996336,37.8721881,-122.2618594
52996339,37.8719712,-122.2626589
52996486,37.8833736,-122.3011703
53004796,37.8917283,-122.3066698
53005267,37.8853743,-122.3018634
53005268,37.8857212,-122.3002760
53005791,37.8540160,-122.2444081
53005793,37.8541967,-122.2444364
53006299,37.8701537,-122.2657673
53006302,37.8701961,-122.2655073
53006304,37.8702143,-122.2651463
53006306,37.8703070,-122.2646818
53006307,37.8704168,-122.2643392
53006310,37.8704996,-122.2641007
53006312,37.8706421,-122.2635800
53006314,37.8706625,-122.2632639
53006318,37.8702442,-122.2620602
53006319,37.8699769,-122.2617708
53006320,37.8699042,-122.2617563
53006322,37.8689070,-122.2615650
53006324,37.8684163,-122.2614643
53010160,37.8703296,-122.2586363
53010186,37.8881453,-122.3098144
53010615,37.8745366,-122.2628590
53010617,37.8745910,-122.2623831
53011315,37.8497527,-122.3002650
53011953,37.8717976,-122.2528602
53013605,37.8921678,-122.3081859
53013894,37.8743932,-122.2628028
53013898,37.8741009,-122.2621588
53013899,37.8739626,-122.2619740
53013900,37.8737210,-122.2618204
53013901,37.8732532,-122.2618978
53013904,37.8730907,-122.2620034
53013906,37.8727947,-122.2620910
53013929,37.8740043,-122.2568415
53013942,37.8738815,-122.2566770
53013944,37.8735740,-122.2565900
53013950,37.8730557,-122.2579366
53013951,37.8725081,-122.2577124
53015775,37.8540372,-122.2434627
53015776,37.8542572,-122.2432204
53016930,37.8579391,-122.2313739
53016931,37.8583718,-122.2319329
53018867,37.8427703,-122.2366192
53018869,37.8436633,-122.2363458
53018873,37.8434377,-122.2356610
53018875,37.8439800,-122.2346396
53018879,37.8433903,-122.2337212
53019122,37.8752015,-122.2941736
53019123,37.8755055,-122.2934248
53019126,37.8756216,-122.2932429
53019128,37.8760282,-122.2924998
53019130,37.8764360,-122.2917336
53019132,37.8766594,-122.2913161
53019134,37.8767808,-122.2910872
53019136,37.8771350,-122.2904390
53019138,37.8773758,-122.2899930
53019140,37.8780356,-122.2887661
53019142,37.8780907,-122.2886598
53019145,37.8787603,-122.2874108
53019147,37.8796234,-122.2858129
53019149,37.8798500,-122.2853942
53019152,37.8801878,-122.2847657
53019153,37.8804607,-122.2842492
53019155,37.8809919,-122.2832657
53019157,37.8813027,-122.2826836
53019159,37.8816761,-122.2819442
53019160,37.8820443,-122.2811989
53019161,37.8825211,-122.2802435
53019162,37.8829735,-122.2793363
53019163,37.8840670,-122.2771345
53019164,37.8842674,-122.2767397
53019166,37.8847853,-122.2757065
53019168,37.8854225,-122.2749317
53019170,37.8866261,-122.2737553
53019172,37.8876964,-122.2731149
53019173,37.8889147,-122.2723982
53019747,37.8526072,-122.2472467
53019748,37.8521931,-122.2473581
53020082,37.8892912,-122.3040845
53020083,37.8874636,-122.3035456
53020263,37.9036232,-122.2662841
53020264,37.9039798,-122.2661413
53020507,37.9030289,-122.2728168
53020508,37.9030967,-122.2718077
53020805,37.8898571,-122.2700089
53020806,37.8884179,-122.2709328
53020807,37.8872756,-122.2717276
53020918,37.8593687,-122.2981524
53020919,37.8595446,-122.2972811
53020920,37.8597504,-122.2962555
53020921,37.8599832,-122.2951035
53020923,37.8601912,-122.2940662
53020928,37.8604178,-122.2929533
53020929,37.8606407,-122.2918493
53020930,37.8608646,-122.2907410
53020933,37.8610812,-122.2896381
53020935,37.8612042,-122.2887674
53020937,37.8613184,-122.2878891
53020939,37.8613905,-122.2873315
53020941,37.8614519,-122.2868626
53020943,37.8615837,-122.2858405
