OBJECTID,FROMRIGHT,SHAPE,SHAPE.STLength()
809,2250,,41.472449736342405
810,1600,,100.0748231195187
811,0,,14.890933199892693
812,1700,,143.1774304897853
813,1700,,100.88262239930806
814,830,,91.68080739911777
816,1600,,202.5700122512238
817,1132,,76.47144577601411
820,1526,,78.72941607001768
822,1500,,93.73067175038152
823,1436,,177.9476296604749
824,2400,,179.27930209173556
825,1700,,94.81777743797547
826,0,,28.807935990895537
828,1600,,201.98048541104444
829,1500,,80.54530970229436
830,1620,,89.27591775203967
831,0,,29.06201193975329
833,1450,,93.03653982505172
834,1650,,68.86512086342461
836,1300,,541.4202336609272
837,1300,,75.13790424798574
838,1000,,78.4379326681006
839,1400,,135.93993781438195
841,2600,,96.42308849428346
842,1446,,121.04226127830599
843,1400,,52.19007570961108
844,1714,,79.8112356290751
845,1522,,96.79534214358378
847,1528,,97.1918186023897
848,1500,,94.88820720163132
849,2600,,154.03582189326752
850,2700,,51.86911222913077
851,2300,,132.7705530929557
852,2700,,49.29454905260942
856,1300,,188.62719437571837
857,1450,,96.66434261205015
859,1600,,163.4118683140973
860,2500,,162.84990798906378
861,1400,,135.1516509686325
864,1600,,94.24318251644885
865,2600,,88.91830148630262
866,1650,,94.57027796460338
867,1600,,136.296863486068
868,1400,,135.0683268435213
869,1400,,148.80216698988858
870,1650,,84.07352551814216
871,1650,,10.872547865640724
872,1700,,179.47284151457995
873,1500,,104.47246670374733
874,808,,106.78050392161914
876,1400,,136.53428834028287
877,1160,,76.19634795779007
878,1738,,97.87551031398823
879,1500,,201.06493783621838
880,2700,,32.37216613302788
881,1620,,78.98874905604606
882,1620,,17.427953999493315
883,2720,,80.12561951654705
884,1800,,99.87890302747083
885,1500,,200.15951411236415
888,1600,,94.36531043298103
889,1338,,268.24026674259994
891,1400,,142.74785084452677
892,1700,,121.54480799599511
893,1824,,100.96751877411444
894,1414,,98.77392565795255
895,0,,2586.232970435454
899,0,,30.164743499105136
900,1500,,200.72473413278246
901,1400,,219.45783615802603
902,1400,,114.21738042295348
905,0,,11.927581100574612
906,0,,1.0353867867880757
907,0,,501.42548854760946
908,0,,422.05182851125494
913,1900,,126.98621049675093
916,0,,12.179946685626037
917,1100,,167.96584807194458
918,1512,,50.353358092730595
919,1082,,77.4561426900099
921,900,,178.5656453299834
923,1376,,100.44681229569585
926,1100,,42.65947068046839
927,1500,,33.987779487210126
928,1110,,12.27241942359
929,2,,182.5573954106382
930,0,,14.475951238531753
931,0,,433.48544513512286
932,0,,1.5048306748437827
933,0,,40.37617111558954
934,1042,,86.36457984260214
935,1230,,79.4251735572899
936,1626,,14.602549072152794
939,700,,65.65195342641547
940,1100,,3.9500746545324947
941,1296,,50.1262510578583
942,1476,,79.8589004600205
943,1818,,27.638098356009714
944,1400,,101.61370740951803
945,1040,,51.06643633166512
946,600,,111.51012703141011
948,1070,,54.11023236071967
949,1224,,75.1875095611876
950,1200,,112.46511208922982
951,0,,55.492188000525445
952,1340,,62.65721406436296
953,1700,,99.06289777514294
954,1100,,83.77658534612823
955,1640,,87.28358954161484
956,1600,,90.56664774364091
958,600,,72.7055079428463
960,1338,,52.3787312318726
961,1350,,98.40630012709448
962,1600,,97.38061306308803
963,1372,,103.51316915594853
964,0,,264.6004880880718
966,0,,89.09894604117906
967,1000,,100.73638982281673
968,818,,53.73143654793869
969,1618,,87.33474937679134
970,1014,,133.392548293193
972,2,,17.224981356252794
975,1168,,94.15958995571657
976,2300,,149.0406924067759
977,600,,102.0946734056616
978,1040,,85.31880596751664
979,1400,,83.83102734195906
981,800,,52.060559157488804
982,850,,93.77421069264581
983,1432,,134.51900713270146
984,1400,,126.5526097056352
986,826,,52.27839865256262
987,1208,,66.45383529800887
988,1750,,103.6841109603261
989,2122,,100.38650425707691
993,1270,,79.08073115881317
994,1200,,75.40939255663497
995,1320,,39.53091462294217
997,2,,20.40769206044562
998,1340,,45.460824017483176
999,2,,80.40005879410445
1000,1400,,62.16744613202115
1001,830,,92.09062548787664
1002,1130,,90.34466168610844
1003,1500,,78.36485516325013
1005,1726,,94.28979642166858
1006,1400,,70.04869544862552
1007,900,,48.705652319202294
1008,0,,23.39644506116883
1009,1300,,76.10062426227454
1010,2,,165.5897483025368
1011,1250,,59.69826910118982
1012,1600,,200.66397449954115
1015,0,,13.842383183023477
1016,1060,,54.44575657972702
1017,600,,79.71433171523003
1018,1600,,201.951155476045
1019,1508,,55.161970697418916
1020,1100,,161.18735685164808
1021,1138,,34.56258558064681
1022,1138,,140.41994223268628
1023,1100,,102.72896963880888
1026,1170,,68.59428206215864
1027,1400,,159.1348527542826
1028,1100,,149.34616951229043
1029,0,,8.71524938787713
1031,1500,,37.320319392232186
1032,952,,13.609498786436575
1033,952,,136.35098522633467
1034,0,,8.840961660205839
1035,2700,,101.40967106022067
1036,2700,,81.90332194580844
1037,0,,7.97177650617316
1038,86,,81.66807359641705
1039,0,,18.17785583267026
1040,0,,54.44716516780229
1041,0,,65.03516957629583
1042,0,,31.013540069209952
1043,0,,80.1273650213724
1044,0,,91.82005591115005
1045,812,,50.51467822625233
1046,0,,53.00768698842232
1047,200,,82.06896249130196
1049,0,,11.97370763690589
1050,1426,,63.22822549565943
1051,1520,,40.56454294938002
1052,2300,,98.88623340794335
1054,270,,103.00725520329358
1055,1460,,163.03995145170984
1056,3030,,252.59759629566486
1057,2300,,99.02906600698446
1058,0,,11.676465048337176
1059,0,,36.39385525923342
1060,0,,88.39075971993927
1061,0,,14.610964828280073
1062,0,,49.17121566621789
1063,0,,112.69368189948727
1066,800,,167.86786216885986
1067,440,,50.96674732267224
1069,932,,63.17177087835618
1070,1566,,92.0992854550309
1071,2,,51.87035650647719
1072,82,,125.13714482978617
1073,1500,,14.534006982264374
1076,2500,,114.27257623674812
1079,0,,98.27135928802595
1080,1400,,130.85302636271092
1081,1500,,108.82824961808656
1083,0,,47.53844543578768
1084,600,,105.47020914185805
1085,1722,,97.61582062954389
1086,0,,21.193766828573608
1087,0,,118.09244269372383
1088,0,,23.82161973847143
1089,0,,85.14815113625355
1090,0,,3.8545374091071194
1096,2550,,12.121819736588874
1097,1262,,56.25973269347229
1098,1262,,53.62866864037176
1099,2,,105.57450137331853
1100,98,,71.24076485733188
1101,1156,,140.49206368855948
1102,0,,140.9641041296547
1103,0,,198.08066948217927
1104,0,,180.45429087216624
1105,0,,3.941396352814579
1106,0,,45.6692049458903
1107,0,,17.428800067862312
1108,0,,57.82053449452583
1109,1900,,101.36708094762558
1111,2400,,92.97445108778307
1113,1104,,195.84344510511366
1114,1748,,53.20798596459157
1117,1000,,188.48229725284295
1119,1164,,71.11326290933773
1121,1100,,190.80286853284346
1123,2,,116.0346257737609
1124,958,,134.92105618219756
1125,54,,103.16668676133692
1126,1228,,76.69550198052963
1127,0,,16.789188339830048
1128,1200,,189.98949177469873
1129,950,,101.44175326879592
1130,1300,,100.48148828048656
1131,6,,101.81346855690059
1132,1472,,82.48463022904328
1136,1100,,126.54341471485513
1137,1100,,14.11630087149101
1142,0,,90.44629149064232
1143,0,,9.00082879979639
1144,1182,,70.49347938976472
1145,0,,66.98879655877238
1146,0,,38.339805063404675
1147,0,,63.94798654570853
1148,1600,,178.0114313222113
1149,1626,,100.94000702630252
1150,1150,,90.28415504050933
1151,1146,,85.62007209796931
1152,1120,,77.98994486254219
1153,1120,,4.862782053505114
1154,2500,,162.84293194053825
1155,1900,,99.6436889720527
1156,1600,,50.88033165636604
1157,1600,,44.43935950675552
1158,1900,,100.5251152233348
1160,100,,117.1148064587036
1162,1122,,75.81209629615974
1163,1130,,76.46623742491465
1165,30,,44.73285413263957
1166,456,,172.59987548661144
1167,600,,98.2832302111233
1168,0,,54.80012060660612
1169,0,,96.66550491559403
1170,0,,35.075434103138235
1171,0,,201.62041851889035
1172,1028,,52.16069442793236
1173,1000,,100.2991413676211
1174,1000,,100.90410018742027
1175,1750,,14.84252447941013
1176,2,,66.70236357041527
1177,2,,60.99257562607085
1178,1530,,110.96364356033548
1181,2100,,100.65891737568941
1182,2200,,101.59227593609799
1184,2400,,200.2547381038462
1188,1414,,46.27093799844406
1189,1414,,13.025391460105332
1190,426,,228.27445959711957
1191,1900,,103.64940841447303
1192,1824,,9.30159083575747
1195,0,,31.956186263525886
1197,816,,54.138078683166235
1199,926,,100.36859481565239
1201,1400,,183.66610984986912
1203,1300,,44.185717838799924
1204,3028,,78.66640897879854
1205,1700,,100.88588044591569
1206,0,,12.8038483134535
1207,2600,,131.91876587312788
1209,900,,155.40116341623119
1211,800,,106.39219719259783
1212,1200,,100.31088573842568
1213,706,,66.66945375939387
1214,1100,,45.82379910107715
1215,260,,81.40683538403242
1217,910,,49.18525262272691
1219,3000,,83.8714493739883
1220,0,,104.90338875758628
1221,2200,,93.51308415533062
1222,1600,,77.09599766528238
1224,1726,,101.25601356231887
1225,1050,,50.145947273997145
1226,730,,19.851983735053167
1227,730,,76.24312941102116
1228,0,,134.3016100937228
1230,1530,,148.62081457018263
1231,800,,51.99420699287602
1233,950,,161.9801997801963
1234,1156,,72.54970959767137
1238,2,,155.23689127847808
1240,2650,,56.0553816743248
1241,0,,72.17046087327181
1242,2620,,56.150552737788544
1243,0,,50.14014405093409
1244,0,,26.796763215804102
1245,0,,130.62198553767757
1246,800,,197.05396208272288
1247,0,,7.234878984275782
1248,0,,18.466062209432604
1249,0,,31.708655674861088
1250,0,,8.852635884496143
1251,1298,,5.233818072657398
1252,2230,,49.99959876841243
1253,1250,,83.40195771308481
1254,1552,,65.08064482987578
1256,1900,,79.59185515211466
1257,1650,,105.51104956020698
1258,0,,49.589882543723874
1259,0,,26.52693613162673
1261,2072,,83.38133936365686
1262,2000,,191.04092791660128
1263,1124,,87.94863860258906
1265,2350,,102.4013634269991
1266,2,,65.73058345639024
1267,2350,,99.13843579982645
1268,500,,151.28681858140808
1269,0,,97.58663748486603
1270,1300,,135.73498800878593
1271,600,,90.7710930438537
1274,72,,20.842428658575912
1275,2,,130.06241874848865
1277,0,,62.85803102749721
1278,0,,96.3653537131156
1279,0,,91.28574103993144
1280,0,,92.30207084508918
1281,0,,55.55726712463278
1282,0,,41.74664185948576
1283,0,,122.7583978171265
1284,0,,133.60900134787465
1285,0,,86.75475060653261
1286,0,,62.57381979218929
1287,0,,64.04939732856442
1288,0,,83.61270573477431
1289,2750,,58.94063173179643
