OBJECTID,Field Pole Number,CITY_FACILITY_ID,Utility Pole Number,Fixture Type,Current Lamp Type,Current Wattage,Rate Change Submission Date,LED Conversion Status,Installation Date,Leotek Replacement Status,Replacement Date,LED Fixture,Part Number,Manufacturer,Control Device,Field Issues,Access Issues,Pole Material,Arm Length,Mounting Height,Light Shield,Pre-Conversion Lamp Type,Pre-Conversion Wattage,Pre-Replacement Lamp Type,Pre-Replaceent Wattage,Utility Address,Approximate Address,Latitude, Longitude,Tanko ID,Shape,x,y
894,WSP05,NO CITY DATA,WSP05,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,WEST ST 1992,2067 West St,"37.8700011, -122.2865318",7036,,562751.4215000002,4191631.3795999996
895,WSP06,NO CITY DATA,WSP06,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,WEST ST 1984,2039 West St,"37.870117, -122.286557",7037,,562749.1068000002,4191644.221999999
896,WSP07,NO CITY DATA,WSP07,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,WEST ST 1974,1305 University Ave,"37.870238, -122.286559",7038,,562748.8282000003,4191657.6458
897,WSP08,NO CITY DATA,WSP08,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,N/A,None,N/A,Metal,6 ft,< 25 feet,N/A,HPS,100,N/A,N/A,WEST ST 1968,1979 West St,"37.870353, -122.286569",7039,,562747.8512000004,4191670.398499999
898,WSP09,NO CITY DATA,WSP09,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,WEST ST 1960,1305 University Ave,"37.870459, -122.286563",7040,,562748.2889999999,4191682.1634
899,WSP11,NO CITY DATA,WSP11,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,WEST ST 1954,1294 Berkeley Way,"37.870523, -122.286653",7041,,562740.3189000003,4191689.2038000003
900,WSP10,NO CITY DATA,WSP10,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"SimplyLED Retrofit Kit, Green Bell, Type II",GREENBELL48WT2,SimplyLED,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,WEST ST 1954,1310 Berkeley Way,"37.870541, -122.28656",7042,,562748.4833000004,4191691.2634999994
901,TAMP3,TAMALPAIS PATH,TAMP3,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,TAMALPIAS PATH 3/P/N/O TAMALPIAS RD,149 Tamalpais Rd,"37.88646, -122.260497",7043,,565026.8101000004,4193475.3531
902,TAMP2,TAMALPAIS PATH,TAMP2,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,TAMALPIAS PATH 2/P/N/O TAMALPIAS RD,149 Tamalpais Rd,"37.886621, -122.260731",7044,,565006.0919000003,4193493.0533000007
903,TAMP1,TAMALPAIS PATH,TAMP1,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,TAMALPIAS PATH 1/P/N/O TAMALPIAS RD,1161 Euclid Ave,"37.886811, -122.26115",7045,,564969.0806,4193513.8423999995
904,HCT2521,HCT2521,HCT2521,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,25-30 feet,N/A,HPS,100,N/A,N/A,HILL COURT 2521,2521 Hill Ct,"37.879949, -122.260339",7053,,565046.4307000004,4192753.0537
905,EU1566,EU1566,EU1566,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,25-30 feet,N/A,HPS,100,N/A,N/A,EUCLID AVE 1566,1566 Euclid Ave,"37.880037, -122.261453",7099,,564948.3859000001,4192762.0414000005
906,EU1550,EU1550,EU1550,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,EUCLID AVE 1550,1550 Euclid Ave,"37.880328, -122.261509",7100,,564943.2056,4192794.2895
907,LR1542,LR1542,LR1542,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,25-30 feet,N/A,HPS,100,N/A,N/A,LEROY AVE 1542,1548 Le Roy Ave,"37.880337, -122.260248",7101,,565054.0921,4192796.1665000003
908,BV2501,BV2501,BV2501,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,BUENA VISTA 2501,2504 Buena Vista Way,"37.880451, -122.261319",7102,,564959.8065,4192808.0689000003
909,BV2525,BV2525,BV2525,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,BUENA VISTA 2525,2521 Buena Vista Way,"37.880784, -122.260684",7103,,565015.3565999996,4192845.4582
910,EU1522,EU1522,EU1522,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,25-30 feet,N/A,HPS,100,N/A,N/A,EUCLID AVE 1522,1516 Euclid Ave,"37.880828, -122.261521",7104,,564941.7112999996,4192849.757200001
911,LR1525,LR1525,LR1525,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,25-30 feet,N/A,HPS,100,N/A,N/A,LEROY AVE 1525,2535 Buena Vista Way,"37.881082, -122.260283",7106,,565050.3589000003,4192878.8014
912,LR1509,LR1509,LR1509,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,25-30 feet,N/A,HPS,100,N/A,N/A,LEROY AVE 1509,1509 Le Roy Ave,"37.881495, -122.260324",7107,,565046.3899999997,4192924.5961000007
913,EU1492,EU1492,EU1492,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,EUCLID 1492,1496 Euclid Ave,"37.8814834, -122.2615226",7108,,564940.9950000001,4192922.4740999993
914,EU1476,EU1476,EU1476,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,25-30 feet,N/A,HPS,100,N/A,N/A,EUCLID AVE 1476,1476 Euclid Ave,"37.881724, -122.261565",7109,,564937.0551000005,4192949.1396999992
915,LR1497,LR1497,LR1497,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,25-30 feet,N/A,HPS,100,N/A,N/A,LEROY AVE 1497,1497 Le Roy Ave,"37.881925, -122.260363",7110,,565042.5822000001,4192972.2783000004
916,EU1460,EU1460,EU1460,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,EUCLID AVE 1460,1460 Euclid Ave,"37.882, -122.261597",7111,,564933.9987000003,4192979.7402
917,HT2526,HT2526,HT2565,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,25-30 feet,N/A,HPS,100,N/A,N/A,HAWTHORNE TERRACE 2526,2506 Hawthorne Ter,"37.88201, -122.261044",7112,,564982.6205000002,4192981.2347
918,EU1428,EU1428,EU1428,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,EUCLID AVE 1428,1429 Euclid Ave,"37.882586, -122.261531",7113,,564939.2880999995,4193044.8040999994
919,LR1440,LR1440,LR1440,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,25-30 feet,N/A,HPS,100,N/A,N/A,LEROY AVE 1440,1442 Le Roy Ave,"37.88261, -122.260602",7114,,565020.9622999998,4193048.114
920,EU1400,EU1400,EU1400,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,EUCLID AVE 1400,1400 Euclid Ave,"37.882957, -122.261719",7115,,564922.4298999999,4193085.8365
921,LR1400,LR1400,LR1400,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,25-30 feet,N/A,HPS,100,N/A,N/A,LEROY AVE 1400,1412 Le Roy Ave,"37.883019, -122.26075",7116,,565007.5877999999,4193093.3903
922,LR2565,R2565,R2565,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,25-30 feet,N/A,HPS,100,N/A,N/A,ROSE ST 2565,2567 Rose St,"37.883259, -122.2605",7117,,565029.3613,4193120.193
923,HC2518,HCT2518,HCT2518,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,2014-2015: Minor Tree Issue,N/A,Metal,2 ft,25-30 feet,N/A,HPS,100,N/A,N/A,HILL COURT 2501,2513 Hill Ct,"37.879956, -122.260699",7125,,565014.7653999999,4192753.579399999
924,CS40,CS40,CS40,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,1/6/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,N/S CODORNICES 1/E/O EUCLID CS40,81 Codornices Rd,"37.883431, -122.261089",7871,,564977.4145999998,4193138.8663999997
925,B3853,3853,3853,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,1/2/2015,LED Replaced by Tanko Lighting,9/11/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Wood,12 ft,> 30 feet,None,HPS,70,LED,42,6TH ST OPP 2034,2031 6th St,"37.86709, -122.297289",4376,,561807.7171,4191301.209899999
926,SLU500,SLU500,B5403,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2014,12/31/2014,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,25-30 feet,N/A,HPS,100,N/A,N/A,SAN LUIS 502,512 San Luis Rd,"37.9007419, -122.276881",7142,,563573.8104999997,4195048.6689
927,SBB500,SBB500,SBB500,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2014,12/31/2014,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,25-30 feet,N/A,HPS,100,N/A,N/A,SANTA BARBARA 502,505 Arlington Ave,"37.9012828, -122.2764663",7182,,563609.8043,4195108.9658
928,A3211,A3211,A3211,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2014,12/31/2014,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,175,N/A,N/A,ADELINE ST 3211,3205 Adeline St,"37.8504103, -122.27049",7216,,564179.3454999998,4189468.6547999997
929,A3372,A3372,A3372,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2014,12/31/2014,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,175,N/A,N/A,ADELINE 3372,3370 Adeline St,"37.847323, -122.272253",7221,,564026.9115000004,4189124.903999999
930,A3340,A3340,A3340,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2014,12/31/2014,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,175,N/A,N/A,ADELINE 3340,3350 Adeline St,"37.847807, -122.27208",7223,,564041.7136000004,4189178.723099999
931,A3310,A3310,A3310,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2014,12/31/2014,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,175,N/A,N/A,ADELINE ST 3310,3300 Adeline St,"37.848396, -122.271841",7227,,564062.2312000003,4189244.237400001
932,A3230,A3230,A3230,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2014,12/31/2014,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,175,N/A,N/A,ADELINE ST 3230,3242 Adeline St,"37.849961, -122.271302",7238,,564108.2971000001,4189418.2464000005
933,A3203,A3203,A3203,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2014,12/31/2014,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,175,N/A,N/A,ADELINE ST 3203,1908 Fairview St,"37.8505784, -122.2704294",7242,,564184.5312000001,4189487.3474000003
934,A3193,A3193,A3193,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2014,12/31/2014,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,175,N/A,N/A,ADELINE ST 3193,1901 Fairview St,"37.8509515, -122.2704299",7243,,564184.1638000002,4189528.7430000007
935,A3190,A3190,A3190,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2014,12/31/2014,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,ADELINE ST 3190,3140 Martin Luther King Jr Way,"37.8508683, -122.2708183",7244,,564150.0658,4189519.2448999994
936,A3136,A3136,A3136,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2014,12/31/2014,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,175,N/A,N/A,ADELINE ST 3136,3100 Adeline St,"37.851192, -122.270875",7245,,564144.7970000003,4189555.1209999993
937,AT957,AT957,AT957,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2014,12/31/2014,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,25-30 feet,N/A,HPS,100,N/A,N/A,ARLINGTON  AVE 957,Arlington Ave,"37.8911348, -122.2729586",7267,,563926.9656999996,4193985.4197000004
938,AT945,AT945,AT945,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2014,12/31/2014,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,25-30 feet,N/A,HPS,100,N/A,N/A,ARLINGTON  AVE 945,Arlington Ave,"37.8913144, -122.2732193",7268,,563903.8874000004,4194005.1680999994
939,AT912,AT912,AT912,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2014,12/31/2014,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,25-30 feet,N/A,HPS,100,N/A,N/A,THE ARLINGTON 912,Arlington Ave,"37.8916713, -122.2737422",7269,,563857.6013000002,4194044.4089
940,AT875,AT875,AT875,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2014,12/31/2014,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,25-30 feet,N/A,HPS,100,N/A,N/A,ARLINGTON 875,Arlington Ave,"37.8927146, -122.2746048",7270,,563780.8543999996,4194159.575200001
941,AT837,AT837,AT837,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2014,12/31/2014,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,25-30 feet,N/A,HPS,100,N/A,N/A,ARLINGTON 837,837 Arlington Ave,"37.893853, -122.274416",7272,,563796.4725000001,4194286.0123999994
942,AT451,AT451,AT451,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2014,12/31/2014,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,25-30 feet,N/A,HPS,100,N/A,N/A,ARLINGTON 451,Arlington Ave,"37.9023087, -122.2766141",7297,,563595.9272999996,4195222.6910999995
943,AT369,AT369,AT369,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2014,12/31/2014,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,25-30 feet,N/A,HPS,100,N/A,N/A,ARLINGTON 369,Arlington Ave,"37.9026938, -122.277393",7318,,563527.1189000001,4195264.888
944,A3360,A3360,A3360,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2014,12/31/2014,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,175,N/A,N/A,ADELINE 3360,3350 Adeline St,"37.847531, -122.272178",7320,,564033.3301999997,4189148.0332999993
945,A3173,A3173,A3173,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2014,12/31/2014,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,2014-2015: Major Tree Issue,N/A,Metal,3 ft,< 25 feet,N/A,HPS,175,N/A,N/A,ADELINE ST 3173,3175 Adeline St,"37.8514239, -122.2701477",7324,,564208.5810000002,4189581.3505000006
946,A3159,A3159,A3159,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2014,12/31/2014,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,2014-2015: Major Tree Issue,N/A,Metal,2 ft,< 25 feet,N/A,HPS,175,N/A,N/A,ADELINE ST 3159,3163 Adeline St,"37.8516214, -122.270043",7325,,564217.6207999997,4189603.3355
947,AT490,AT490,AT490,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2014,12/31/2014,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,2014-2015: Major Tree Issue,N/A,Metal,2 ft,25-30 feet,N/A,HPS,100,N/A,N/A,ARLINGTON 490,Arlington Ave,"37.9015443, -122.2766129",7329,,563596.6906000003,4195137.879899999
948,A3386,A3386,A3386,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2014,12/31/2014,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,2014-2015: Minor Tree Issue,N/A,Metal,2 ft,< 25 feet,N/A,HPS,175,N/A,N/A,ADELINE 3386,3370 Adeline St,"37.847132, -122.272377",7330,,564016.1670000004,4189103.6272
949,A3181,A3181,A3181,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2014,12/31/2014,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,2014-2015: Minor Tree Issue,N/A,Metal,2 ft,< 25 feet,N/A,HPS,175,N/A,N/A,ADELINE ST 3181,3179 Adeline St,"37.8512622, -122.2702201",7332,,564202.3518000003,4189563.3598999996
950,AT961,AT961,B2521,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2014,12/31/2014,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,25-30 feet,N/A,HPS,100,N/A,N/A,ARLINGTON 961,Arlington Ave,"37.8910197, -122.2726904",7342,,563950.6478000004,4193972.8330000006
951,AT931,AT931,B5392,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2014,12/31/2014,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,25-30 feet,N/A,HPS,100,N/A,N/A,THE ARLINGTON 931,Arlington Ave,"37.8914871, -122.2734838",7343,,563880.4811000004,4194024.1483999994
952,AT889,AT889,B2520,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2014,12/31/2014,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,25-30 feet,N/A,HPS,100,N/A,N/A,ARLINGTON 889,Arlington Ave,"37.892299, -122.2743344",7345,,563804.9885999998,4194113.6483999994
953,A3130,A3130,A3130,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2014,12/31/2014,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,RAMP,Adeline St,"37.8516491, -122.2704405",7350,,564182.6264000004,4189606.135500001
954,IR990,IR990,1R990,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2014,12/31/2014,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,25-30 feet,N/A,HPS,100,N/A,N/A,THE CIRCLE AND ARLINGTON,973 Arlington Ave,"37.890805, -122.2722521",7356,,563989.3728,4193949.3121000007
955,SW161,SW161,SW161,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2014,12/30/2014,LED Replaced by Tanko Lighting,9/25/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Metal,6 ft,25-30 feet,None,LED,117,LED,42,SEAWALL DR 500' S OF UNIVERSITY AVE,Seawall Dr,"37.860929, -122.316619",696,,560112.5099999998,4190605.0133999996
956,SW111,SW111,SW111,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2014,12/30/2014,LED Replaced by Tanko Lighting,9/25/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Metal,6 ft,25-30 feet,None,LED,117,LED,42,SEAWALL DR 25' S OF UNIVERSITY AVE,Seawall Dr,"37.8626648, -122.3170543",718,,560072.8099999996,4190797.3226999994
957,U161,U0161,U161,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2014,12/30/2014,LED Replaced by Tanko Lighting,9/24/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Metal,6 ft,25-30 feet,None,LED,117,LED,42,UNIVERSITY N/S AND SEAWALL 161,7 University Ave,"37.8631686, -122.3171969",721,,560059.8576999996,4190853.1283
958,U171,U0171,U171,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2014,12/30/2014,LED Replaced by Tanko Lighting,9/24/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Metal,6 ft,< 25 feet,None,LED,117,LED,42,UNIVERSITY N/S 300' E/O SEAWALL DR  PER AUDIT BY THE INVENTORY TEAM LIGHT IS IN FIELD DTD 12/17/2012,43 University Ave,"37.86326, -122.3167103",722,,560102.5856999997,4190863.5823999997
959,U181,U0181,U181,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2014,12/30/2014,LED Replaced by Tanko Lighting,9/24/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Metal,6 ft,25-30 feet,None,LED,117,LED,42,UNIVERSITY N/S 200' E/O SEAWALL 181,65 University Ave,"37.8633244, -122.3163937",724,,560130.3820000002,4190870.9316000007
960,U191,U0191,U191,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2014,12/30/2014,LED Replaced by Tanko Lighting,9/24/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Metal,6 ft,25-30 feet,None,LED,117,LED,42,UNIVERSITY N/S 400' E/O SEAWALL DR,125 University Ave,"37.8634204, -122.3159474",728,,560169.5612000003,4190881.8706
961,U201,U0201,U201,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2014,12/30/2014,LED Replaced by Tanko Lighting,9/24/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Metal,6 ft,25-30 feet,None,LED,117,LED,42,N/S UNIVERSITY 11/W/O MARINA BLVD U201,125 University Ave,"37.8634986, -122.3155225",730,,560206.8723999998,4190890.8209000006
