,name,start_id,end_id,highway,crime_count,light_count,component,start_lat,start_lon,end_lat,end_lon,distance
162,East West Trail,33947247,33947258,track,0,0,0,37.8695515,-122.2329021,37.8697802,-122.2318936,302.4848704707009
163,East West Trail,33947258,760722831,track,0,0,0,37.8697802,-122.2318936,37.8699221,-122.2312284,198.63940634011652
164,East West Trail,760722831,33947272,track,0,0,0,37.8699221,-122.2312284,37.8703705,-122.2308985,189.3737062725925
165,East West Trail,33947272,35706091,track,0,0,0,37.8703705,-122.2308985,37.870902,-122.230008,321.8359642055099
166,East West Trail,35706091,35706102,track,0,0,0,37.870902,-122.230008,37.8709274,-122.2293508,189.6807599180044
167,East West Trail,35706102,35706118,track,0,0,0,37.8709274,-122.2293508,37.8719349,-122.228911,389.1836408874024
168,East West Trail,35706118,35706139,track,0,0,0,37.8719349,-122.228911,37.8718738,-122.2278193,315.49904204552485
169,East West Trail,35706139,35706164,track,0,0,0,37.8718738,-122.2278193,37.8732319,-122.2268652,567.1528643230887
170,East West Trail,35706164,35706170,track,0,0,0,37.8732319,-122.2268652,37.8734339,-122.2268625,73.77746841570382
171,,35706170,760721274,track,0,0,0,37.8734339,-122.2268625,37.8734347,-122.2269369,21.449588714096205
172,,760721274,760000429,track,0,0,0,37.8734347,-122.2269369,37.8738429,-122.2272909,180.6627898663139
173,,760000429,35706535,track,0,0,0,37.8738429,-122.2272909,37.8740335,-122.2273258,70.33320263817434
174,,35706535,760000431,track,0,0,0,37.8740335,-122.2273258,37.8743976,-122.228066,251.42298506378245
175,,760000431,760000432,track,0,0,0,37.8743976,-122.228066,37.8745208,-122.2281414,49.969474917518404
176,,760000432,842986233,track,0,0,0,37.8745208,-122.2281414,37.8745801,-122.2281307,21.875784494930542
177,,842986233,842986235,track,0,0,0,37.8745801,-122.2281307,37.8747198,-122.2279536,72.17711212696251
178,,842986235,35706545,track,0,0,0,37.8747198,-122.2279536,37.8747807,-122.227955,22.245234494441956
179,Grizzly Peak Boulevard,35718993,35718995,tertiary,0,0,0,37.8795755,-122.2217804,37.8803889,-122.2241585,747.1410012846968
180,Grizzly Peak Boulevard,35718995,537351835,tertiary,0,0,0,37.8803889,-122.2241585,37.8796179,-122.2264479,717.5335886716164
181,Grizzly Peak Boulevard,537351835,2421199594,tertiary,0,0,0,37.8796179,-122.2264479,37.8801537,-122.228688,674.7601666346684
182,Grizzly Peak Boulevard,2421199594,8444132705,tertiary,0,0,0,37.8801537,-122.228688,37.881352,-122.2314287,903.1839865234075
183,Grizzly Peak Boulevard,8444132705,4728624147,tertiary,0,0,0,37.881352,-122.2314287,37.8815991,-122.234538,900.8624507454878
184,Grizzly Peak Boulevard,4728624147,4728624156,tertiary,0,0,0,37.8815991,-122.234538,37.8820898,-122.2350478,231.76368348168685
185,Grizzly Peak Boulevard,4728624156,4728624171,tertiary,0,0,0,37.8820898,-122.2350478,37.8820743,-122.235916,250.3436502569426
186,Grizzly Peak Boulevard,4728624171,4728624178,tertiary,0,0,0,37.8820743,-122.235916,37.8823052,-122.2360899,98.1036587297435
187,Grizzly Peak Boulevard,4728624178,4728624185,tertiary,0,0,0,37.8823052,-122.2360899,37.8836173,-122.2362805,482.33788947066205
188,Grizzly Peak Boulevard,4728624185,4728624187,tertiary,0,0,0,37.8836173,-122.2362805,37.8837085,-122.2367458,138.20751717348432
189,Grizzly Peak Boulevard,4728624187,4728624195,tertiary,0,0,0,37.8837085,-122.2367458,37.8825808,-122.23809,565.488604612637
190,Grizzly Peak Boulevard,4728624195,4728624208,tertiary,0,0,0,37.8825808,-122.23809,37.8830594,-122.239322,395.83628376790523
191,Grizzly Peak Boulevard,4728624208,4728624212,tertiary,0,0,0,37.8830594,-122.239322,37.8833267,-122.2394619,105.62435662620008
192,Grizzly Peak Boulevard,4728624212,4728624218,tertiary,0,0,0,37.8833267,-122.2394619,37.8835329,-122.2393725,79.59500707852928
193,Grizzly Peak Boulevard,4728624218,4728624223,tertiary,0,0,0,37.8835329,-122.2393725,37.8838045,-122.2390969,127.08719624089156
194,Grizzly Peak Boulevard,4728624223,4728624230,tertiary,0,0,0,37.8838045,-122.2390969,37.8841034,-122.2391593,110.6348336392137
195,Grizzly Peak Boulevard,4728624230,4728624240,tertiary,0,0,0,37.8841034,-122.2391593,37.8844275,-122.2400453,281.5053562945187
196,Grizzly Peak Boulevard,4728624240,4728624248,tertiary,0,0,0,37.8844275,-122.2400453,37.8842991,-122.2402224,69.32136390904024
197,Grizzly Peak Boulevard,4728624248,4728624259,tertiary,0,0,0,37.8842991,-122.2402224,37.8832023,-122.240281,400.92349376903195
198,Grizzly Peak Boulevard,4728624259,4728624263,tertiary,0,0,0,37.8832023,-122.240281,37.8830041,-122.2404522,87.60902069420894
199,Grizzly Peak Boulevard,4728624263,4728624274,tertiary,0,0,0,37.8830041,-122.2404522,37.8824848,-122.24165,393.9516395101639
200,Grizzly Peak Boulevard,4728624274,4728624283,tertiary,0,0,0,37.8824848,-122.24165,37.8817947,-122.2420747,280.1973872062298
201,Grizzly Peak Boulevard,4728624283,4728624301,tertiary,0,0,0,37.8817947,-122.2420747,37.8810086,-122.2432482,443.6931761535174
202,Grizzly Peak Boulevard,4728624301,35719039,tertiary,0,0,0,37.8810086,-122.2432482,37.8811202,-122.2437471,149.48377709691883
203,Claremont Avenue,35718715,4121711518,secondary,0,0,0,37.8609763,-122.2433676,37.8605105,-122.24234,341.60258482572635
204,Claremont Avenue,4121711518,7132895161,secondary,0,0,0,37.8605105,-122.24234,37.8608456,-122.2412745,330.6396776861891
205,Claremont Avenue,7132895161,5097141173,secondary,0,0,0,37.8608456,-122.2412745,37.8611378,-122.2409681,138.52776507815028
206,Claremont Avenue,5097141173,306329127,secondary,0,0,0,37.8611378,-122.2409681,37.8618145,-122.239232,558.1680563562239
207,Claremont Avenue,4330828671,53152991,secondary,0,0,0,37.8583064,-122.2451267,37.8584661,-122.2450524,62.13327600495805
208,Stonewall Road,35718715,843004444,residential,0,0,0,37.8609763,-122.2433676,37.8625554,-122.244071,611.319461565822
209,Stonewall Road,843004444,35718720,residential,0,0,0,37.8625554,-122.244071,37.862638,-122.2440254,32.90639243088114
210,Stonewall Road,35718720,843006033,residential,0,0,0,37.862638,-122.2440254,37.8626359,-122.2437974,65.73098681417163
211,Stonewall Road,843006033,35718726,residential,0,0,0,37.8626359,-122.2437974,37.861611,-122.2420835,619.8508700881127
212,Stonewall Road,35718726,35718727,residential,0,0,0,37.861611,-122.2420835,37.8617972,-122.2415714,162.53493608373913
