the_geom,t_addl,street_nam,f_addl,x,t_zip,fullname,i_strno,z,speed,y,str_nam,id,mounttype,poletype
POINT (-122.27756006207463 37.84786000307448),1599,ALCATRAZ,1501,563559.531186,94702,ALCATRAZ,3301,-9.264,35,4189180.85915,SACRAMENTO ST,1,Single Pole,SINGLE POLE
POINT (-122.27760829315804 37.84782135037986),1599,ALCATRAZ,1501,563555.320199,94702,ALCATRAZ,3301,-4.693,35,4189176.53804,SACRAMENTO ST,2,Pole Mast,MASTARM POLE
POINT (-122.27763212962303 37.84797591015274),1599,ALCATRAZ,1501,563553.090967,94702,ALCATRAZ,3243,-7.294,35,4189193.67047,SACRAMENTO ST,3,Single Pole,SINGLE POLE
POINT (-122.27760546394191 37.84798132378773),1599,ALCATRAZ,1501,563555.43275,94702,ALCATRAZ,3243,-4.026,35,4189194.28887,SACRAMENTO ST,4,Single Pole,SINGLE POLE
POINT (-122.27795518661136 37.847808467749374),1499,ALCATRAZ,1401,563524.81268,94702,ALCATRAZ,1444,-8.329,35,4189174.87294,ALCATRAZ AVE,5,Single Pole,SINGLE POLE
POINT (-122.27792481976883 37.84780693050423),1499,ALCATRAZ,1401,563527.48508,94702,ALCATRAZ,1444,-3.497,35,4189174.72273,ALCATRAZ AVE,6,Single Pole,SINGLE POLE
POINT (-122.27878604196809 37.84748088393368),1499,ALCATRAZ,1401,563451.994177,94702,ALCATRAZ,1416,-7.407,35,4189137.96145,ALCATRAZ AVE,7,Single Pole,SINGLE POLE
POINT (-122.27797866035482 37.84793152765757),1499,ALCATRAZ,1401,563522.64133,94702,ALCATRAZ,1499,-9.666,35,4189188.51065,ALCATRAZ AVE,8,Pole Mast,MASTARM POLE
POINT (-122.27795869716135 37.84792682216454),1499,ALCATRAZ,1401,563524.401453,94702,ALCATRAZ,1499,-0.169,35,4189188.00165,ALCATRAZ AVE,9,Pole Mast,MASTARM POLE
POINT (-122.277837619465 37.847768473757874),3311,SACRAMENTO,3301,563535.189957,94702,SACRAMENTO,0,-8.836,35,4189170.51487,ALCATRAZ AVE,10,Pole Mast,MASTARM POLE
POINT (-122.27783918841382 37.847781133963544),3311,SACRAMENTO,3301,563535.040964,94702,SACRAMENTO,0,-2.745,35,4189171.91845,ALCATRAZ AVE,11,Pole Mast,MASTARM POLE
POINT (-122.27760929490609 37.847804651013135),3311,SACRAMENTO,3301,563555.247433,94702,SACRAMENTO,3301,-10.357,35,4189174.68448,SACRAMENTO ST,12,Single Pole,SINGLE POLE
POINT (-122.27760461883452 37.84780325506195),3311,SACRAMENTO,3301,563555.659494,94702,SACRAMENTO,3301,0.341,35,4189174.53344,SACRAMENTO ST,13,Single Pole,SINGLE POLE
POINT (-122.27791614939221 37.847977470043844),3299,SACRAMENTO,3221,563528.101547,94702,SACRAMENTO,1499,-1.637,35,4189193.65028,ALCATRAZ AVE,14,Single Pole,SINGLE POLE
POINT (-122.27769022637418 37.84800917192452),3299,SACRAMENTO,3221,563547.950783,94702,SACRAMENTO,3243,-10.542,35,4189197.32117,SACRAMENTO ST,15,Pole Mast,MASTARM POLE
POINT (-122.27768637700258 37.84801624150806),3299,SACRAMENTO,3221,563548.283438,94702,SACRAMENTO,3243,0.154,35,4189198.10822,SACRAMENTO ST,16,Pole Mast,MASTARM POLE
POINT (-122.27127000259054 37.8487215986786),1817,ALCATRAZ,1801,564112.185627,94703,ALCATRAZ,0,-4.498,35,4189280.75514,M L KING JR WAY,17,Single Pole,SINGLE POLE
POINT (-122.27115754224732 37.848909656375966),1817,ALCATRAZ,1801,564121.916895,94703,ALCATRAZ,0,-4.677,35,4189301.69789,ALCATRAZ AVE,18,Single Pole,SINGLE POLE
POINT (-122.2718114206099 37.84698128606938),0,62ND,0,564066.057751,94703,62ND,1728,0.059,35,4189087.29363,SIXTY-SECOND ST,19,Single Pole,SINGLE POLE
POINT (-122.2719057500315 37.847258684176936),0,62ND,0,564057.518498,94703,62ND,3370,-0.956,35,4189118.00683,ADELINE ST,20,Single Pole,SINGLE POLE
POINT (-122.27155352758245 37.84722858102311),0,ADELINE,0,564088.533189,94703,ADELINE,3372,-3.336,35,4189114.90777,M L KING JR WAY,21,Single Pole,SINGLE POLE
POINT (-122.27144287328106 37.84716223710204),0,ADELINE,0,564098.326587,94703,ADELINE,3372,-3.318,35,4189107.62321,M L KING JR WAY,22,Single Pole,SINGLE POLE
POINT (-122.27162966337494 37.84704729045478),0,ADELINE,0,564081.992098,94703,ADELINE,3372,-3.958,35,4189094.74114,M L KING JR WAY,23,Pole Mast,MASTARM POLE
POINT (-122.27153736322634 37.84715955627462),0,ADELINE,0,564090.015581,94703,ADELINE,3372,-2.731,35,4189107.261,M L KING JR WAY,24,Pole Mast,MASTARM POLE
POINT (-122.27161672362698 37.847306751015914),3349,ADELINE,3331,564082.905141,94703,ADELINE,3372,-2.943,35,4189123.53747,M L KING JR WAY,25,Single Pole,SINGLE POLE
POINT (-122.27925038753352 37.85333023144054),1499,ASHBY,1437,563406.130685,94702,ASHBY,1441,-7.908,35,4189786.63983,ASHBY AVE,26,Pole Mast,MASTARM POLE
POINT (-122.2791899730675 37.85335589192394),1499,ASHBY,1437,563411.424072,94702,ASHBY,1441,-6.14,35,4189789.52788,ASHBY AVE,27,Single Pole,SINGLE POLE
POINT (-122.27921738914691 37.85321463758819),1499,ASHBY,1437,563409.132823,94702,ASHBY,0,-10.263,35,4189773.83736,SACRAMENTO ST,28,Single Pole,SINGLE POLE
POINT (-122.27921020003227 37.85319753838092),1499,ASHBY,1437,563409.780002,94702,ASHBY,0,-7.868,35,4189771.94497,SACRAMENTO ST,29,Single Pole,SINGLE POLE
POINT (-122.29139474984497 37.8515905996083),2949,7TH,2929,562339.212386,94710,7TH,2936,-19.012,35,4189585.44733,SEVENTH ST,30,Single Pole,SINGLE POLE
POINT (-122.29119675037539 37.85166282206706),2949,7TH,2929,562356.570735,94703,7TH,929,-21.758,35,4189593.59246,POTTER ST,31,Pole Mast,MASTARM POLE
POINT (-122.27157586187528 37.84879006344512),1799,ALCATRAZ,1735,564085.217068,94703,ALCATRAZ,3286,-7.921,35,4189288.14091,ADELINE ST,32,Single Pole,SINGLE POLE
POINT (-122.27171925491731 37.84850892793174),3329,ADELINE,3301,564072.844151,94703,ADELINE,3300,-4.287,35,4189256.85071,ADELINE ST,33,Pole Mast,MASTARM POLE
POINT (-122.26990172134906 37.84902271614839),1899,ALCATRAZ,1819,564232.304516,94703,ALCATRAZ,1859,2.913,35,4189315.10522,ALCATRAZ AVE,34,Single Pole,SINGLE POLE
POINT (-122.27007367900936 37.84886645664185),1899,ALCATRAZ,1819,564217.31121,94703,ALCATRAZ,1850,-0.434,35,4189297.64966,ALCATRAZ AVE,35,Single Pole,SINGLE POLE
POINT (-122.27096108717242 37.84660099031841),3401,"MARTIN LUTHER KING JR, OA",3401,564141.200252,94703,MARTIN LUTHER KING JR,3363,-2.409,35,4189045.68255,M L KING JR WAY,36,Single Pole,SINGLE POLE
POINT (-122.2600196635634 37.85287540421096),6700,"TELEGRAPH, OA",6610,565098.328818,94703,"TELEGRAPH, OA",3201,26.575,35,4189749.41012,TELEGRAPH AVE,37,Single Pole,SINGLE POLE
POINT (-122.29111216284437 37.85151744312335),999,POTTER,901,562364.135053,94710,POTTER,901,-22.471,25,4189577.51884,ASHBY,38,Pole Mast,MASTARM POLE
POINT (-122.29113214233844 37.851489651177),999,POTTER,901,562362.400707,94710,POTTER,901,-22.68,25,4189574.42216,ASHBY,39,Single Pole,SINGLE POLE
POINT (-122.2791308649193 37.85313439831378),3015,SACRAMENTO,3001,563416.813052,94702,SACRAMENTO,0,-8.727,35,4189764.99337,SACRAMENTO ST,40,Pole Mast,MASTARM POLE
POINT (-122.27885145509181 37.85318850012274),3015,SACRAMENTO,3001,563441.348348,94703,SACRAMENTO,1500,-10.723,35,4189771.18568,ASHBY AVE,41,Single Pole,SINGLE POLE
POINT (-122.2909640820914 37.850916069656435),3009,7TH,3001,562377.669184,94703,7TH,0,-18.841,25,4189510.89493,SEVENTH ST,42,Single Pole,SINGLE POLE
POINT (-122.29230555549199 37.85040811159676),899,ASHBY,701,562260.077705,94703,ASHBY,819,-23.517,35,4189453.64071,FOLGER AVE,43,Single Pole,SINGLE POLE
POINT (-122.29134081846601 37.85100260505516),899,ASHBY,701,562344.452061,94710,ASHBY,2950,-21.389,35,4189520.24504,SEVENTH ST,44,Pole Mast,MASTARM POLE
POINT (-122.2912606413817 37.850834219233356),899,ASHBY,701,562351.647821,94710,ASHBY,840,-22.217,35,4189501.61547,ASHBY AVE,45,Single Pole,SINGLE POLE
POINT (-122.28928228370691 37.85173290657258),0,ASHBY,0,562524.938124,94710,ASHBY,1001,-20.201,35,4189602.64937,ASHBY AVE,46,Single Pole,SINGLE POLE
POINT (-122.2523282755244 37.85124364918755),2723,"ALCATRAZ, OA",2701,565776.422306,94705,ALCATRAZ,3201,34.008,35,4189573.75548,COLLEGE AVE,47,Single Pole,SINGLE POLE
POINT (-122.25236058608198 37.851203734150886),2723,"ALCATRAZ, OA",2701,565773.615259,94705,ALCATRAZ,3201,34.194,35,4189569.30353,COLLEGE AVE,48,Single Pole,SINGLE POLE
POINT (-122.25235945295032 37.851358038352544),2723,"ALCATRAZ, OA",2701,565773.578459,94705,ALCATRAZ,3185,33.425,35,4189586.42527,COLLEGE AVE,49,Single Pole,SINGLE POLE
POINT (-122.28356210621556 37.85272400199825),1399,ASHBY,1301,563027.329169,94702,ASHBY,3001,-16.223,35,4189716.45826,MABEL ST,50,Pole Mast,MASTARM POLE
POINT (-122.28363690597057 37.852821667157585),1399,ASHBY,1301,563020.665543,94702,ASHBY,1303,-13.118,35,4189727.2444,ASHBY AVE,51,Single Pole,SINGLE POLE
POINT (-122.28944793267013 37.85150830027714),3099,9TH,3001,562510.554636,94710,9TH,3014,-19.544,25,4189577.61766,NINTH ST,52,Single Pole,SINGLE POLE
POINT (-122.28924048819766 37.85154652416422),3099,9TH,3001,562528.772037,94710,9TH,1000,-18.781,25,4189581.99824,ASHBY AVE,53,Pole Mast,MASTARM POLE
POINT (-122.29179721764386 37.85344013041402),919,HEINZ,901,562302.248293,94710,HEINZ,914,-20.328,25,4189790.38664,HEINZ AVE,54,Single Pole,SINGLE POLE
POINT (-122.27138822857532 37.84892878811081),3299,ADELINE,3251,564101.604473,94703,ADELINE,3280,-4.561,35,4189303.662,ADELINE ST,55,Single Pole,SINGLE POLE
POINT (-122.27120122962572 37.84889444973093),3299,ADELINE,3251,564118.086267,94703,ADELINE,0,-1.335,35,4189299.98032,ALCATRAZ AVE,56,Pole Mast,MASTARM POLE
POINT (-122.29142253943752 37.85154356057627),899,POTTER,801,562336.807151,94710,POTTER,2936,-16.152,25,4189580.20962,SEVENTH ST,57,Pole Mast,MASTARM POLE
POINT (-122.29133666357494 37.85137682414631),2999,7TH,2951,562344.50291,94710,7TH,2950,-20.655,35,4189561.76804,SEVENTH ST,58,Pole Mast,MASTARM POLE
POINT (-122.27069855807046 37.8510175686979),3199,MARTIN LUTHER KING JR,3125,564160.47073,94703,MARTIN LUTHER KING JR,3140,-0.572,25,4189535.88893,M L KING JR WAY,59,Single Pole,SINGLE POLE
POINT (-122.27085418532526 37.85104892682784),3199,MARTIN LUTHER KING JR,3125,564146.752666,94703,MARTIN LUTHER KING JR,3140,2.324,25,4189539.26144,M L KING JR WAY,60,Pole Mast,MASTARM POLE
POINT (-122.2707705909355 37.851321540203564),3199,MARTIN LUTHER KING JR,3125,564153.870383,94703,MARTIN LUTHER KING JR,1840,2.223,25,4189569.56537,WOOLSEY ST,61,Single Pole,SINGLE POLE
POINT (-122.27064948719249 37.85132988332263),3199,MARTIN LUTHER KING JR,3125,564164.517056,94703,MARTIN LUTHER KING JR,1840,-1.807,25,4189570.57392,WOOLSEY ST,62,Pole Mast,MASTARM POLE
POINT (-122.27061866943842 37.85133868014639),3199,MARTIN LUTHER KING JR,3125,564167.220851,94703,MARTIN LUTHER KING JR,1840,8.093,25,4189571.57147,WOOLSEY ST,63,Pole Mast,MASTARM POLE
POINT (-122.27051218792232 37.85126003151091),3199,ADELINE,3101,564176.656719,94703,ADELINE,3175,0.402,35,4189562.91832,ADELINE ST,64,Single Pole,SINGLE POLE
POINT (-122.27891193183949 37.85339742468127),2999,SACRAMENTO,2951,563435.848658,94702,SACRAMENTO,2979,-8.954,35,4189794.32568,SACRAMENTO ST,65,Pole Mast,MASTARM POLE
POINT (-122.27881527941096 37.853256890528435),1599,ASHBY,1501,563444.471749,94703,ASHBY,1500,-10.064,35,4189778.79823,ASHBY AVE,66,Pole Mast,MASTARM POLE
POINT (-122.27884882438428 37.8533855079412),1599,ASHBY,1501,563441.410884,94702,ASHBY,2979,-10.489,35,4189793.04602,SACRAMENTO ST,67,Single Pole,SINGLE POLE
POINT (-122.29197845895874 37.85338555002216),899,HEINZ,701,562286.349909,94710,HEINZ,2910,-18.085,25,4189784.20999,SEVENTH ST,68,Pole Mast,MASTARM POLE
POINT (-122.29200668244901 37.853533859330305),899,HEINZ,701,562283.741636,94710,HEINZ,2850,-18.939,25,4189800.64636,SEVENTH ST,69,Single Pole,SINGLE POLE
POINT (-122.28683918624778 37.85202673090794),1199,ASHBY,1001,562739.622051,94702,ASHBY,3000,-16.542,35,4189636.88799,SAN PABLO AVE,70,Single Pole,SINGLE POLE
POINT (-122.28687354562882 37.85220707458154),1199,ASHBY,1001,562736.44552,94710,ASHBY,1099,-16.707,35,4189656.87388,ASHBY AVE,71,Pole Mast,MASTARM POLE
POINT (-122.28684785236861 37.852261782622975),1199,ASHBY,1001,562738.659231,94710,ASHBY,1099,-17.718,35,4189662.96129,ASHBY AVE,72,Single Pole,SINGLE POLE
POINT (-122.29098167579302 37.8511550757262),999,ASHBY,901,562375.919427,94710,ASHBY,901,-21.614,35,4189537.40166,ASHBY,73,Single Pole,SINGLE POLE
POINT (-122.29092393795072 37.850989461080836),999,ASHBY,901,562381.138721,94703,ASHBY,0,-21.315,35,4189519.06447,SEVENTH ST,74,Pole Mast,MASTARM POLE
POINT (-122.28953005217684 37.85167113442211),999,ASHBY,901,562503.192587,94710,ASHBY,931,-20.218,35,4189595.63001,ASHBY AVE,75,Pole Mast,MASTARM POLE
POINT (-122.28676797247265 37.852022061694186),3015,SAN PABLO,3001,562745.890719,94702,SAN PABLO,3000,-16.004,35,4189636.4177,SAN PABLO AVE,76,Pole Mast,MASTARM POLE
POINT (-122.2743438865485 37.8537868894644),3049,KING,3001,563837.379596,94703,KING,1654,-0.571,25,4189840.65045,ASHBY AVE,77,Single Pole,SINGLE POLE
POINT (-122.27429107192037 37.85379531644432),3049,KING,3001,563842.019066,94703,KING,1654,0.297,25,4189841.62188,ASHBY AVE,78,Single Pole,SINGLE POLE
POINT (-122.27415356989033 37.85382613229869),3049,KING,3001,563854.088793,94703,KING,3081,-1.158,25,4189845.13433,KING ST,79,Single Pole,SINGLE POLE
POINT (-122.26027569404442 37.852850041678124),2335,WOOLSEY,2301,565075.827058,94609,WOOLSEY,6699,23.661,25,4189746.41791,TELEGRAPH AVE,80,Pole Mast,MASTARM POLE
POINT (-122.26031091556797 37.85287428602456),2335,WOOLSEY,2301,565072.706407,94609,WOOLSEY,6699,23.289,25,4189749.08393,TELEGRAPH AVE,81,Single Pole,SINGLE POLE
POINT (-122.26030965783197 37.85299504429038),2335,WOOLSEY,2301,565072.711113,94705,WOOLSEY,3120,23.188,25,4189762.48221,TELEGRAPH AVE,82,Single Pole,SINGLE POLE
POINT (-122.26027271303317 37.853031658899226),2335,WOOLSEY,2301,565075.929566,94705,WOOLSEY,3120,24.897,25,4189766.57101,TELEGRAPH AVE,83,Single Pole,SINGLE POLE
POINT (-122.28386602719283 37.85277424038483),1299,ASHBY,1201,563000.549254,94702,ASHBY,2936,-13.44,35,4189721.82734,MABEL ST,84,Pole Mast,MASTARM POLE
POINT (-122.28647150340537 37.85211111976639),1299,ASHBY,1201,562771.89632,94702,ASHBY,1200,-16.783,35,4189646.49831,ASHBY AVE,85,Pole Mast,MASTARM POLE
POINT (-122.28382059560687 37.85266779872549),1299,ASHBY,1201,563004.637393,94702,ASHBY,3000,-16.164,35,4189710.04833,MABEL ST,86,Single Pole,SINGLE POLE
POINT (-122.28652730492678 37.85223314536669),1299,ASHBY,1201,562766.88473,94702,ASHBY,2995,-13.983,35,4189660.00021,SAN PABLO AVE,87,Single Pole,SINGLE POLE
POINT (-122.2743272576696 37.85381656845703),1699,ASHBY,1601,563838.816994,94703,ASHBY,1654,-0.092,35,4189843.95486,ASHBY AVE,88,Single Pole,SINGLE POLE
POINT (-122.27438714869906 37.8539144476807),1699,ASHBY,1601,563833.463884,94703,ASHBY,2998,-1.473,35,4189854.77385,KING ST,89,Pole Mast,MASTARM POLE
POINT (-122.27435571497487 37.853938588921714),1699,ASHBY,1601,563836.208057,94703,ASHBY,2998,2.296,35,4189857.47371,KING ST,90,Pole Mast,MASTARM POLE
POINT (-122.27414090538767 37.8538521412961),1799,ASHBY,1703,563855.180096,94703,ASHBY,3081,-2.152,35,4189848.02884,KING ST,91,Pole Mast,MASTARM POLE
POINT (-122.27412493312693 37.85386283944161),1799,ASHBY,1703,563856.576675,94703,ASHBY,3081,-1.593,35,4189849.22695,KING ST,92,Pole Mast,MASTARM POLE
POINT (-122.2682228975137 37.85735411935778),2899,ADELINE,2825,564372.759981,94703,ADELINE,2870,11.46,35,4190240.64326,ADELINE ST,93,Single Pole,SINGLE POLE
POINT (-122.26804721758296 37.85736811145336),2899,ADELINE,2825,564388.202189,94703,ADELINE,2020,18.575,35,4190242.31663,OREGON ST,94,Single Pole,SINGLE POLE
POINT (-122.26778183203359 37.85744737055213),2099,OREGON,2063,564411.47928,94703,OREGON,2020,7.87,25,4190251.29373,OREGON ST,95,Single Pole,SINGLE POLE
POINT (-122.2677735619086 37.85762974994865),2099,OREGON,2063,564412.048068,94703,OREGON,2801,12.745,25,4190271.5348,ADELINE ST,96,Pole Mast,MASTARM POLE
POINT (-122.26340600370166 37.85577536589253),2999,FULTON,2901,564797.878643,94705,FULTON,2201,18.394,25,4190068.81074,ASHBY AVE,97,Single Pole,SINGLE POLE
POINT (-122.25995916499711 37.853053152114725),2399,WOOLSEY,2341,565103.494062,94705,WOOLSEY,3115,22.986,25,4189769.17395,TELEGRAPH AVE,98,Single Pole,SINGLE POLE
POINT (-122.26002598066297 37.85291277009265),2399,WOOLSEY,2341,565097.739959,94703,WOOLSEY,3201,23.179,25,4189753.55198,TELEGRAPH AVE,99,Single Pole,SINGLE POLE
POINT (-122.25999367470502 37.85309584156608),3199,TELEGRAPH,3101,565100.421416,94705,TELEGRAPH,3115,25.329,35,4189773.88642,TELEGRAPH AVE,100,Pole Mast,MASTARM POLE
POINT (-122.2524891297232 37.851357409646766),3199,COLLEGE,3101,565762.170276,94705,COLLEGE,3170,35.112,35,4189586.26403,COLLEGE AVE,101,Pole Mast,MASTARM POLE
POINT (-122.24824047374003 37.854600763905374),3069,CLAREMONT,3023,566133.052553,94705,CLAREMONT,3070,53.29,35,4189949.12015,CLAREMONT AVE,102,Single Pole,SINGLE POLE
POINT (-122.24804353008341 37.8545586687861),3069,CLAREMONT,3023,566150.416307,94705,CLAREMONT,5,49.046,35,4189944.58972,THE UPLANDS,103,Pole Mast,MASTARM POLE
POINT (-122.2665835641642 37.855192262269206),3015,SHATTUCK,3001,564518.855269,94705,SHATTUCK,3000,20.974,25,4190001.91304,SHATTUCK AVE,104,Single Pole,SINGLE POLE
POINT (-122.2599761651951 37.85507720672734),2399,WEBSTER,2325,565100.219355,94705,WEBSTER,3030,25.612,25,4189993.73486,TELEGRAPH AVE,105,Pole Mast,MASTARM POLE
POINT (-122.26002909098156 37.855105556951656),2399,WEBSTER,2325,565095.538084,94705,WEBSTER,3030,25.881,25,4189996.84343,TELEGRAPH AVE,106,Single Pole,SINGLE POLE
POINT (-122.25995146632269 37.85525083170129),2399,WEBSTER,2325,565102.238678,94705,WEBSTER,3000,25.937,25,4190013.0155,TELEGRAPH AVE,107,Single Pole,SINGLE POLE
POINT (-122.25999731447708 37.85521918791984),2399,WEBSTER,2325,565098.233013,94705,WEBSTER,3000,26.391,25,4190009.47302,TELEGRAPH AVE,108,Single Pole,SINGLE POLE
POINT (-122.25966908841588 37.85515966994077),2419,WEBSTER,2401,565127.160261,94705,WEBSTER,0,27.77,25,4190003.09809,TELEGRAPH AVE,109,Single Pole,SINGLE POLE
POINT (-122.25973155244066 37.855133915233225),2419,WEBSTER,2401,565121.688211,94705,WEBSTER,0,27.862,25,4190000.19752,TELEGRAPH AVE,110,Single Pole,SINGLE POLE
POINT (-122.2596560239754 37.855292079743094),2419,WEBSTER,2401,565128.19355,94705,WEBSTER,3021,28.257,25,4190017.79832,TELEGRAPH AVE,111,Single Pole,SINGLE POLE
POINT (-122.24818831132428 37.85435827416642),3099,CLAREMONT,3071,566137.858721,94705,CLAREMONT,2,46.246,35,4189922.25243,THE UPLANDS,112,Single Pole,SINGLE POLE
POINT (-122.24832613676207 37.854468028473974),3099,CLAREMONT,3071,566125.636294,94705,CLAREMONT,3070,64.673,35,4189934.33286,CLAREMONT AVE,113,Pole Mast,MASTARM POLE
POINT (-122.24831660932887 37.85450402027529),3099,CLAREMONT,3071,566126.441642,94705,CLAREMONT,3070,59.607,35,4189938.33276,CLAREMONT AVE,114,Single Pole,SINGLE POLE
POINT (-122.26666173448962 37.8553380322957),2099,ASHBY,2041,564511.851497,94705,ASHBY,2996,16.304,35,4190018.03244,SHATTUCK AVE,115,Single Pole,SINGLE POLE
POINT (-122.26638837687312 37.8552554807513),2119,ASHBY,2101,564535.970426,94705,ASHBY,3001,14.234,35,4190009.0623,SHATTUCK AVE,116,Pole Mast,MASTARM POLE
POINT (-122.26359966598437 37.85560656530536),2199,ASHBY,2151,564780.990823,94705,ASHBY,2180,21.801,35,4190049.94771,ASHBY AVE,117,Single Pole,SINGLE POLE
POINT (-122.2636123348822 37.85574506160381),2199,ASHBY,2151,564779.755031,94705,ASHBY,2185,20.24,35,4190065.30461,ASHBY AVE,118,Single Pole,SINGLE POLE
POINT (-122.29345916098849 37.85855963785532),2599,7TH,2541,562151.742986,94710,7TH,927,-18.853,35,4190357.29603,PARKER ST,119,Pole Mast,MASTARM POLE
POINT (-122.29365342169599 37.85854855927912),2599,7TH,2541,562134.663749,94710,7TH,2530,-17.98,35,4190355.93737,SEVENTH ST,120,Single Pole,SINGLE POLE
POINT (-122.26342349163566 37.855621227903455),3099,FULTON,3001,564796.475842,94705,FULTON,3001,17.389,25,4190051.69652,FULTON ST,121,Single Pole,SINGLE POLE
POINT (-122.2437527538808 37.857925002706),29,DOMINGO,1,566524.860744,94705,DOMINGO,2,67.764,25,4190321.13889,TUNNEL RD,122,Single Pole,SINGLE POLE
POINT (-122.24395586858915 37.858002609580616),29,DOMINGO,1,566506.922876,94705,DOMINGO,3048,69.472,25,4190329.60513,ASHBY AVE,123,Single Pole,SINGLE POLE
POINT (-122.25930162701036 37.85763734318194),2421,RUSSELL,2401,565157.30524,94705,RUSSELL,2905,30.187,25,4190278.25613,TELEGRAPH AVE,124,Single Pole,SINGLE POLE
POINT (-122.25934902405764 37.85759524990993),2421,RUSSELL,2401,565153.173457,94705,RUSSELL,2905,29.835,25,4190273.5531,TELEGRAPH AVE,125,Single Pole,SINGLE POLE
POINT (-122.2593089875863 37.85774628371548),2421,RUSSELL,2401,565156.561891,94705,RUSSELL,2855,32.943,25,4190290.33807,TELEGRAPH AVE,126,Single Pole,SINGLE POLE
POINT (-122.25970679731797 37.85530196619929),3029,TELEGRAPH,3001,565123.718541,94705,TELEGRAPH,3021,28.789,35,4190018.86022,TELEGRAPH AVE,127,Pole Mast,MASTARM POLE
POINT (-122.25959510380886 37.856098326350214),3029,TELEGRAPH,3001,565132.843332,94705,TELEGRAPH,3001,30.207,35,4190107.2956,TELEGRAPH AVE,128,Single Pole,SINGLE POLE
POINT (-122.2598194664416 37.8560442370981),3029,TELEGRAPH,3001,565113.152985,94705,TELEGRAPH,3000,26.345,35,4190101.13771,TELEGRAPH AVE,129,Single Pole,SINGLE POLE
POINT (-122.27137814257574 37.8560083587344),2999,MARTIN LUTHER KING J,2901,564096.362326,94703,MARTIN LUTHER KING J,2900,2.759,35,4190089.15803,M L KING JR WAY,130,Pole Mast,MASTARM POLE
POINT (-122.27117572647744 37.856063595514954),2999,MARTIN LUTHER KING J,2901,564114.120587,94703,MARTIN LUTHER KING J,1902,4.514,35,4190095.42598,RUSSELL ST,131,Single Pole,SINGLE POLE
POINT (-122.25964545051038 37.85758793175183),2399,RUSSELL,2301,565127.103347,94705,RUSSELL,2900,25.751,25,4190272.53409,TELEGRAPH AVE,132,Single Pole,SINGLE POLE
POINT (-122.2596141402015 37.857559664103285),2399,RUSSELL,2301,565129.882513,94705,RUSSELL,2900,26.965,25,4190269.42044,TELEGRAPH AVE,133,Single Pole,SINGLE POLE
POINT (-122.25964011553286 37.85770397935218),2399,RUSSELL,2301,565127.470107,94705,RUSSELL,2850,28.794,25,4190285.41376,TELEGRAPH AVE,134,Single Pole,SINGLE POLE
POINT (-122.25960351825468 37.85773785506381),2399,RUSSELL,2301,565130.659951,94705,RUSSELL,2850,28.916,25,4190289.19723,TELEGRAPH AVE,135,Single Pole,SINGLE POLE
POINT (-122.29243979293454 37.85540721715818),2799,7TH,2741,562244.065156,94710,7TH,901,-18.523,35,4190008.20951,GRAYSON ST,136,Pole Mast,MASTARM POLE
POINT (-122.29258628178584 37.85536262788955),2799,7TH,2741,562231.215756,94710,7TH,801,-17.724,35,4190003.16452,GRAYSON ST,137,Single Pole,SINGLE POLE
POINT (-122.28810417683265 37.85611225712744),1099,GRAYSON,1025,562624.877119,94702,GRAYSON,2802,-16.596,25,4190089.33421,SAN PABLO AVE,138,Pole Mast,MASTARM POLE
POINT (-122.28815835638672 37.85612054221107),1099,GRAYSON,1025,562620.103884,94702,GRAYSON,2802,-17.4,25,4190090.21654,SAN PABLO AVE,139,Single Pole,SINGLE POLE
POINT (-122.28815562522485 37.85626033364034),1099,GRAYSON,1025,562620.225775,94702,GRAYSON,2748,-15.521,25,4190105.72939,SAN PABLO AVE,140,Single Pole,SINGLE POLE
POINT (-122.27141458751045 37.85605377062096),1899,RUSSELL,1831,564093.116482,94703,RUSSELL,2900,5.393,25,4190094.17132,M L KING JR WAY,141,Single Pole,SINGLE POLE
POINT (-122.27139831865202 37.85620110722055),1899,RUSSELL,1831,564094.420179,94703,RUSSELL,2828,3.286,25,4190110.5301,M L KING JR WAY,142,Single Pole,SINGLE POLE
POINT (-122.27143396837987 37.856161012931395),1899,RUSSELL,1831,564091.31876,94703,RUSSELL,2828,6.123,25,4190106.05646,M L KING JR WAY,143,Single Pole,SINGLE POLE
POINT (-122.27116329738247 37.85620582117536),1923,RUSSELL,1901,564115.090871,94703,RUSSELL,1901,4.203,25,4190111.21406,RUSSELL ST,144,Single Pole,SINGLE POLE
POINT (-122.27118507515 37.85609187379425),1923,RUSSELL,1901,564113.274448,94703,RUSSELL,1902,4.79,25,4190098.55728,RUSSELL ST,145,Single Pole,SINGLE POLE
POINT (-122.28015419077282 37.85787298722005),1499,WARD,1447,563322.733866,94702,WARD,2738,-5.673,25,4190290.0526,SACRAMENTO ST,146,Single Pole,SINGLE POLE
POINT (-122.28019950680076 37.85784426511413),1499,WARD,1447,563318.771715,94702,WARD,2738,-5.432,25,4190286.83533,SACRAMENTO ST,147,Single Pole,SINGLE POLE
POINT (-122.2801652980769 37.85773658928105),1499,WARD,1447,563321.873231,94702,WARD,1450,-6.011,25,4190274.91127,WARD ST,148,Single Pole,SINGLE POLE
