FACILITYID,INSTALLDAT,WATTAGE,the_geom,CONDITION,LASTUPDATE,ACCOUNT,ARM_LENGTH,LATITUDE,LONGITUDE,DISTRIBUTI,CITY_FACIL,GROUP_,HEADS,INSTALLED,PHOTOCELL,ISSUES_REP,MODEL_NUMB,MOUNTING_H,OLD_TARIFF,OLD_TYPE,VOLTAGE,OLD_WATTAG,PGE_TARIFF,PLATE_PHOT,POLE_CONDI,POLE_MATER,RATE,SAID,SPID,ADDRESS,TWIN_POLE_,UNIQUE_ID,MANUFACTUR,WARRANTY_D,WARRANTY_P,WARRANTY,AUDIT_DATE
AT843,12/30/2014 12:00:00 AM +0000,30,POINT (-122.2746349995669 37.89344199927622),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.893442,-122.274635,5,AT843,CityStreetPath,Single,YES,N/A,,PT-100-5-UAC-40,25-30 feet,HPS_120_100,HPS,120,100,S-LD-30,Berkeley_Install_12-30-15_2_15_PM_x_installer8.jpg,OK,Metal,LS-2,6232662147,4764008075,ARLINGTON AVE,,0506_0924_7373,Sensity,12/30/2014 12:00:00 AM +0000,Graybar,5,05/06/2014 12:00:00 AM +0000
AT780,12/30/2014 12:00:00 AM +0000,30,POINT (-122.27514099987548 37.89520799938708),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.895208,-122.275141,5,NO CITY DATA,CityStreetPath,Single,YES,N/A,,PT-100-5-UAC-40,25-30 feet,HPS_120_100,HPS,120,100,S-LD-30,Berkeley_Install_12-30-15_11_53_AM_AT780_installer8.jpg,OK,Metal,LS-2,6232662147,4764006747,825 ARLINGTON AVE,,0506_0934_4094,Sensity,12/30/2014 12:00:00 AM +0000,Graybar,5,05/06/2014 12:00:00 AM +0000
A3361,12/16/2014 12:00:00 AM +0000,30,POINT (-122.27157800043992 37.84714799888388),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.847148,-122.271578,5,A3361,CityStreetPath,Single,YES,N/A,,PT-100-5-UAC-40,< 25 feet,HPS_120_150,HPS,120,150,S-LD-30,Berkeley_Install_12-16-15_8_18_AM_A3361_installer3.jpg,OK,Metal,LS-2,6232662147,4763986000,6126 MARTIN LUTHER KING JR WAY,,0506_1149_4662,Sensity,12/16/2014 12:00:00 AM +0000,Graybar,5,05/06/2014 12:00:00 AM +0000
A3355,12/16/2014 12:00:00 AM +0000,30,POINT (-122.27157399961507 37.84729599926833),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.847296,-122.271574,5,A3355,CityStreetPath,Single,YES,PHOTOCELL,,PT-100-5-UAC-40,< 25 feet,HPS_120_175,HPS,120,175,S-LD-30,Berkeley_Install_12-16-15_8_46_AM_a3355_installer4.jpg,OK,Metal,LS-2,6232662147,4763986420,6138 MARTIN LUTHER KING JR WAY,,0506_1154_6974,Sensity,12/16/2014 12:00:00 AM +0000,Graybar,5,05/06/2014 12:00:00 AM +0000
A3372,12/31/2014 12:00:00 AM +0000,30,POINT (-122.27225300028819 37.84732299936366),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.847323,-122.272253,5,A3372,CityStreetPath,Single,YES,N/A,,PT-100-5-UAC-40,< 25 feet,HPS_120_175,HPS,120,175,S-LD-30,Berkeley_Install_12-31-15_8_53_AM_a3372_installer8.jpg,OK,Metal,LS-2,6232662147,4763986828,ADELINE ST FRONTAGE,,0506_1323_4357,Sensity,12/31/2014 12:00:00 AM +0000,Graybar,5,05/06/2014 12:00:00 AM +0000
A3353,12/23/2014 12:00:00 AM +0000,30,POINT (-122.27155400009283 37.847406998950284),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.847407,-122.271554,5,A3353,CityStreetPath,Single,YES,PHOTOCELL,,PT-100-5-UAC-40,< 25 feet,HPS_120_175,HPS,120,175,S-LD-30,Berkeley_Install_12-23-15_8_40_AM_a3353_installer13.jpg,OK,Metal,LS-2,6232662147,4763986164,3497 ADELINE ST,,0506_1155_7955,Sensity,12/23/2014 12:00:00 AM +0000,Graybar,5,05/06/2014 12:00:00 AM +0000
A3340,12/31/2014 12:00:00 AM +0000,30,POINT (-122.27207999981965 37.847806999080035),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.847807,-122.27208,5,A3340,CityStreetPath,Single,YES,N/A,,PT-100-5-UAC-40,< 25 feet,HPS_120_175,HPS,120,175,S-LD-30,Berkeley_Install_12-31-15_9_38_AM_a3340_installer8.jpg,OK,Metal,LS-2,6232662147,4763986840,1799 63RD ST,,0506_1317_3242,Sensity,12/31/2014 12:00:00 AM +0000,Graybar,5,05/06/2014 12:00:00 AM +0000
A3327,12/16/2014 12:00:00 AM +0000,30,POINT (-122.27146599951989 37.84787999865806),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.84788,-122.271466,5,A3327,CityStreetPath,Single,YES,PHOTOCELL,,PT-100-5-UAC-40,< 25 feet,HPS_120_175,HPS,120,175,S-LD-30,Berkeley_Install_12-16-15_9_31_AM_A3327_installer4.jpg,OK,Metal,LS-2,6232662016,8024344268,3433 ADELINE ST,,0506_1159_1149,Sensity,12/16/2014 12:00:00 AM +0000,Graybar,5,05/06/2014 12:00:00 AM +0000
A3319,12/16/2014 12:00:00 AM +0000,30,POINT (-122.27140300045451 37.848093999059046),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.848094,-122.271403,5,A3319,CityStreetPath,Single,YES,PHOTOCELL,,PT-100-5-UAC-40,< 25 feet,HPS_120_175,HPS,120,175,S-LD-30,Berkeley_Install_12-16-15_10_51_AM_A3319_installer4.jpg,OK,Metal,LS-2,6232662147,4763985168,3357 ADELINE ST,,0506_1204_8006,Sensity,12/16/2014 12:00:00 AM +0000,Graybar,5,05/06/2014 12:00:00 AM +0000
A3323,12/16/2014 12:00:00 AM +0000,30,POINT (-122.27134900034812 37.84829799935166),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.848298,-122.271349,5,A3323,CityStreetPath,Single,YES,PHOTOCELL,,PT-100-5-UAC-40,< 25 feet,HPS_120_175,HPS,120,175,S-LD-30,Berkeley_Install_12-16-15_10_23_AM_A3323_installer4.jpg,OK,Metal,LS-2,6232662147,4763985500,3373 ADELINE ST,,0506_1202_1527,Sensity,12/16/2014 12:00:00 AM +0000,Graybar,5,05/06/2014 12:00:00 AM +0000
A3310,12/31/2014 12:00:00 AM +0000,30,POINT (-122.27184100055861 37.84839599866913),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.848396,-122.271841,5,A3310,CityStreetPath,Single,YES,N/A,,PT-100-5-UAC-40,< 25 feet,HPS_120_175,HPS,120,175,S-LD-30,Berkeley_Install_12-31-15_9_58_AM_a3310_installer8.jpg,OK,Metal,LS-2,6232662147,4763984836,3346 ADELINE ST,,0506_1308_2598,Sensity,12/31/2014 12:00:00 AM +0000,Graybar,5,05/06/2014 12:00:00 AM +0000
A3302,12/30/2014 12:00:00 AM +0000,30,POINT (-122.27169799948729 37.84863099946818),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.848631,-122.271698,5,A3302,CityStreetPath,Single,YES,N/A,,PT-100-5-UAC-40,< 25 feet,HPS_120_175,HPS,120,175,S-LD-30,Berkeley_Install_12-30-15_0.609722222_a3302_installer3.jpg,OK,Metal,LS-2,6232662147,4763984504,1794 ALCATRAZ AVE,,0506_1307_7468,Sensity,12/30/2014 12:00:00 AM +0000,Graybar,5,05/06/2014 12:00:00 AM +0000
A3303,12/16/2014 12:00:00 AM +0000,30,POINT (-122.27109300022752 37.84871399942323),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.848714,-122.271093,5,A3303,CityStreetPath,Single,YES,PHOTOCELL,,PT-100-5-UAC-40,< 25 feet,HPS_120_175,HPS,120,175,S-LD-30,Berkeley_Install_12-16-15_11_20_AM_A3303_installer4.jpg,OK,Metal,LS-2,6232662147,4763984050,3335 ADELINE ST,,0506_1033_9163,Sensity,12/16/2014 12:00:00 AM +0000,Graybar,5,05/06/2014 12:00:00 AM +0000
A3284,12/30/2014 12:00:00 AM +0000,30,POINT (-122.2716940005372 37.84892799922545),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.848928,-122.271694,5,A3284,CityStreetPath,Single,YES,N/A,,PT-100-5-UAC-40,< 25 feet,HPS_120_100,HPS,120,100,S-LD-30,Berkeley_Install_12-30-15_0.59375_a3284_installer3.jpg,OK,Metal,LS-2,6232662147,4763984692,3322 ADELINE ST,,0505_1038_2423,Sensity,12/30/2014 12:00:00 AM +0000,Graybar,5,05/05/2014 12:00:00 AM +0000
A3279,01/15/2015 12:00:00 AM +0000,30,POINT (-122.27083700047986 37.848941998681845),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.848942,-122.270837,5,A3279,CityStreetPath,Single,YES,N/A,,PT-100-5-UAC-40,< 25 feet,HPS_120_70,HPS,120,70,S-LD-30,Berkeley_Install_1-5-15_8_47_AM_a3279_installer8.jpg,OK,Metal,LS-2,6232662147,4763984172,1829 ALCATRAZ AVE,,0505_1047_6817,Sensity,01/15/2015 12:00:00 AM +0000,Graybar,5,05/05/2014 12:00:00 AM +0000
A3271,12/23/2014 12:00:00 AM +0000,30,POINT (-122.27081699984599 37.84909599897776),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.849096,-122.270817,5,A3271,CityStreetPath,Single,YES,PHOTOCELL,,PT-100-5-UAC-40,< 25 feet,HPS_120_175,HPS,120,175,S-LD-30,Berkeley_Install_12-23-15_9_31_AM_a3271_installer13.jpg,OK,Metal,LS-2,6232662147,4763983876,3299 ADELINE ST,,0505_1051_0564,Sensity,12/23/2014 12:00:00 AM +0000,Graybar,5,05/05/2014 12:00:00 AM +0000
A3260,12/30/2014 12:00:00 AM +0000,30,POINT (-122.27157899974641 37.849245999334386),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.849246,-122.271579,5,A3260,CityStreetPath,Single,YES,N/A,,PT-100-5-UAC-40,< 25 feet,HPS_120_100,HPS,120,100,S-LD-30,Berkeley_Install_12-30-15_0.521527778_a3260_installer3.jpg,OK,Metal,LS-2,6232662147,4763983176,3298 ADELINE ST,,0505_1026_7587,Sensity,12/30/2014 12:00:00 AM +0000,Graybar,5,05/05/2014 12:00:00 AM +0000
A3269,12/16/2014 12:00:00 AM +0000,30,POINT (-122.27090000040248 37.849252999353546),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.849253,-122.2709,5,A3269,CityStreetPath,Single,YES,PHOTOCELL,,PT-100-5-UAC-40,< 25 feet,HPS_120_175,HPS,120,175,S-LD-30,Berkeley_Install_12-16-15_11_48_AM_A3269_installer4.jpg,OK,Metal,LS-2,6232662147,4763983508,3295 ADELINE ST,,0505_1052_7756,Sensity,12/16/2014 12:00:00 AM +0000,Graybar,5,05/05/2014 12:00:00 AM +0000
A3254,12/30/2014 12:00:00 AM +0000,30,POINT (-122.27148300039107 37.84949699923709),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.849497,-122.271483,5,A3254,CityStreetPath,Single,YES,N/A,,PT-100-5-UAC-40,< 25 feet,HPS_120_175,HPS,120,175,S-LD-30,Berkeley_Install_12-30-15_0.504166667_a3254_installer3.jpg,OK,Metal,LS-2,6232662147,4763983369,3290 ADELINE ST,,0505_1022_4156,Sensity,12/30/2014 12:00:00 AM +0000,Graybar,5,05/05/2014 12:00:00 AM +0000
A3265,12/23/2014 12:00:00 AM +0000,30,POINT (-122.27078800049608 37.849521999412694),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.849522,-122.270788,5,A3265,CityStreetPath,Single,YES,PHOTOCELL,,PT-100-5-UAC-40,< 25 feet,HPS_120_175,HPS,120,175,S-LD-30,Berkeley_Install_12-23-15_10_06_AM_a3265_installer13.jpg,OK,Metal,LS-2,6232662147,4763983505,3285 ADELINE ST,,0505_1057_8083,Sensity,12/23/2014 12:00:00 AM +0000,Graybar,5,05/05/2014 12:00:00 AM +0000
A3235,12/23/2014 12:00:00 AM +0000,30,POINT (-122.27065200017461 37.8498979993337),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.849898,-122.270652,5,A3235,CityStreetPath,Single,YES,PHOTOCELL,,PT-100-5-UAC-40,< 25 feet,HPS_120_175,HPS,120,175,S-LD-30,Berkeley_Install_12-23-15_10_40_AM_a3235_installer13.jpg,OK,Metal,LS-2,6232662147,4763982512,3255 ADELINE ST,,0505_1103_9182,Sensity,12/23/2014 12:00:00 AM +0000,Graybar,5,05/05/2014 12:00:00 AM +0000
A3230,12/31/2014 12:00:00 AM +0000,30,POINT (-122.2713020002566 37.84996099883998),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.849961,-122.271302,5,A3230,CityStreetPath,Single,YES,N/A,,PT-100-5-UAC-40,< 25 feet,HPS_208_175,HPS,208,175,S-LD-30,Berkeley_Install_12-31-15_0.465277778_A3230_installer16.jpg,OK,Metal,LS-2,6232662147,4763982246,3252 ADELINE ST,,0505_1010_1905,Sensity,12/31/2014 12:00:00 AM +0000,Graybar,5,05/05/2014 12:00:00 AM +0000
A3217,12/23/2014 12:00:00 AM +0000,30,POINT (-122.27053599956469 37.85019099925057),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.850191,-122.270536,5,A3217,CityStreetPath,Single,YES,PHOTOCELL,,PT-100-5-UAC-40,< 25 feet,HPS_120_175,HPS,120,175,S-LD-30,Berkeley_Install_12-23-15_1_44_PM_a3217_installer13.jpg,OK,Metal,LS-2,6232662147,4763982180,3243 ADELINE ST,,0505_1107_4765,Sensity,12/23/2014 12:00:00 AM +0000,Graybar,5,05/05/2014 12:00:00 AM +0000
A3208,03/04/2015 12:00:00 AM +0000,30,POINT (-122.27119199985829 37.85025299915087),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.850253,-122.271192,5,A3208,CityStreetPath,Single,YES,N/A,,PT-100-5-UAC-40,< 25 feet,HPS_120_70,HPS,120,70,S-LD-30,Berkeley_Install_3-4-15_6_30_PM_A3208_installerin.jpg,OK,Metal,LS-2,6232662147,4763981848,3236 ADELINE ST,,0505_1005_8334,Sensity,03/04/2015 12:00:00 AM +0000,Graybar,5,05/05/2014 12:00:00 AM +0000
A3202,03/04/2015 12:00:00 AM +0000,30,POINT (-122.271137999815 37.850403998624884),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.850404,-122.271138,5,A3202,CityStreetPath,Single,YES,N/A,,PT-100-5-UAC-40,< 25 feet,HPS_120_70,HPS,120,70,S-LD-30,Berkeley_Install_3-4-15_6_29_PM_A3202_installerin.jpg,OK,Metal,LS-2,6232662147,4763981516,3222 ADELINE ST,,0505_0958_7848,Sensity,03/04/2015 12:00:00 AM +0000,Graybar,5,05/05/2014 12:00:00 AM +0000
A3203,12/31/2014 12:00:00 AM +0000,30,POINT (-122.27037800035156 37.85057699938303),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.850577,-122.270378,5,A3203,CityStreetPath,Single,YES,N/A,,PT-100-5-UAC-40,< 25 feet,HPS_120_175,HPS,120,175,S-LD-30,Berkeley_Install_12-31-15_0.361111111_A3203_installer16.jpg,OK,Metal,LS-2,6232662147,4763981864,1926 FAIRVIEW ST,,0505_1114_3014,Sensity,12/31/2014 12:00:00 AM +0000,Graybar,5,05/05/2014 12:00:00 AM +0000
A3193,12/31/2014 12:00:00 AM +0000,30,POINT (-122.27023000053794 37.850912998831056),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.850913,-122.27023,5,A3193,CityStreetPath,Single,YES,N/A,,PT-100-5-UAC-40,< 25 feet,HPS_120_175,HPS,120,175,S-LD-30,Berkeley_Install_12-31-15_0.371527778_A3193_installer16.jpg,OK,Metal,LS-2,6232662147,4763981741,3193 ADELINE ST,,0505_1119_3643,Sensity,12/31/2014 12:00:00 AM +0000,Graybar,5,05/05/2014 12:00:00 AM +0000
A3190,12/31/2014 12:00:00 AM +0000,30,POINT (-122.2708640002044 37.85093399862443),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.850934,-122.270864,5,A3190,CityStreetPath,Single,YES,N/A,,PT-100-5-UAC-40,< 25 feet,HPS_208_100,HPS,208,100,S-LD-30,Berkeley_Install_12-31-15_0.445138889_A3190_installer16.jpg,OK,Metal,LS-2,6232662147,4763981184,MARTIN LUTHER KING JR WAY,,0505_0948_0749,Sensity,12/31/2014 12:00:00 AM +0000,Graybar,5,05/05/2014 12:00:00 AM +0000
A3136,12/31/2014 12:00:00 AM +0000,30,POINT (-122.27087500044163 37.85119199924734),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.851192,-122.270875,5,A3136,CityStreetPath,Single,YES,N/A,,PT-100-5-UAC-40,< 25 feet,HPS_120_175,HPS,120,175,S-LD-30,Berkeley_Install_12-31-15_0.420138889_A3136_installer16.jpg,OK,Metal,LS-2,6232662147,4763980520,3170 MARTIN LUTHER KING JR WAY,,0505_0942_8796,Sensity,12/31/2014 12:00:00 AM +0000,Graybar,5,05/05/2014 12:00:00 AM +0000
A2990,01/15/2015 12:00:00 AM +0000,30,POINT (-122.26931999987025 37.854773999328366),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.854774,-122.26932,5,A2990,CityStreetPath,Single,YES,N/A,,PT-100-5-UAC-40,< 25 feet,HPS_120_100,HPS,120,100,S-LD-30,Berkeley_Install_1-5-15_2_35_00_PM_A2990_installer4.jpg,OK,Metal,LS-2,6232662147,4763980086,2970 ADELINE ST,,0501_1644_9414,Sensity,01/15/2015 12:00:00 AM +0000,Graybar,5,05/01/2014 12:00:00 AM +0000
A2976,01/15/2015 12:00:00 AM +0000,30,POINT (-122.2691870001128 37.855073998839124),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.855074,-122.269187,5,A2976,CityStreetPath,Single,YES,N/A,,PT-100-5-UAC-40,< 25 feet,HPS_120_175,HPS,120,175,S-LD-30,Berkeley_Install_1-5-15_1_59_00_PM_A2976_installer4.jpg,OK,Metal,LS-2,6232662147,4763980188,2958 ADELINE ST,,0501_1637_7226,Sensity,01/15/2015 12:00:00 AM +0000,Graybar,5,05/01/2014 12:00:00 AM +0000
A2932,01/15/2015 12:00:00 AM +0000,30,POINT (-122.26928399992501 37.85521099905644),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.855211,-122.269284,5,A2932,CityStreetPath,Single,YES,N/A,,PT-100-5-UAC-40,< 25 feet,HPS_120_100,HPS,120,100,S-LD-30,Berkeley_Install_1-5-15_1_33_00_PM_A2932_installer4.jpg,OK,Metal,LS-2,6232662147,4763979703,2946 ADELINE ST,,0501_1631_7755,Sensity,01/15/2015 12:00:00 AM +0000,Graybar,5,05/01/2014 12:00:00 AM +0000
A2964,01/15/2015 12:00:00 AM +0000,30,POINT (-122.26921099992286 37.855219998787994),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.85522,-122.269211,5,A2964,CityStreetPath,Single,YES,N/A,,PT-100-5-UAC-40,< 25 feet,HPS_120_100,HPS,120,100,S-LD-30,Berkeley_Install_1-5-15_1_54_00_PM_A2964_installer4.jpg,OK,Metal,LS-2,6232662147,4763979856,2950 ADELINE ST,,0501_1636_9984,Sensity,01/15/2015 12:00:00 AM +0000,Graybar,5,05/01/2014 12:00:00 AM +0000
A2926,01/15/2015 12:00:00 AM +0000,30,POINT (-122.26934400045299 37.85539199880748),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.855392,-122.269344,5,A2926,CityStreetPath,Single,YES,N/A,,PT-100-5-UAC-40,< 25 feet,HPS_120_100,HPS,120,100,S-LD-30,Berkeley_Install_1-5-15_1_18_00_PM_A2926_installer4.jpg,OK,Metal,LS-2,6232662147,4763979524,2938 ADELINE ST,,0501_1629_3824,Sensity,01/15/2015 12:00:00 AM +0000,Graybar,5,05/01/2014 12:00:00 AM +0000
A2912,01/15/2015 12:00:00 AM +0000,30,POINT (-122.26902600043373 37.85589199894955),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.855892,-122.269026,5,A2912,CityStreetPath,Single,YES,N/A,,PT-100-5-UAC-40,< 25 feet,HPS_120_100,HPS,120,100,S-LD-30,Berkeley_Install_1-5-15_1_09_00_PM_A2912_installer4.jpg,OK,Metal,LS-2,6232662147,4763979000,2926 ADELINE ST,,0501_1626_5258,Sensity,01/15/2015 12:00:00 AM +0000,Graybar,5,05/01/2014 12:00:00 AM +0000
A2913,01/15/2015 12:00:00 AM +0000,30,POINT (-122.26825999954808 37.856102999189),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.856103,-122.26826,5,A2913,CityStreetPath,Single,YES,N/A,,PT-100-5-UAC-40,< 25 feet,HPS_120_100,HPS,120,100,S-LD-30,Berkeley_Install_1-5-15_9_15_00_AM_A2913_installer4.jpg,OK,Metal,LS-2,6232662147,4763979192,2925 ADELINE ST,,0501_1613_8445,Sensity,01/15/2015 12:00:00 AM +0000,Graybar,5,05/01/2014 12:00:00 AM +0000
A2906,01/15/2015 12:00:00 AM +0000,30,POINT (-122.26893400014431 37.85613499883321),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.856135,-122.268934,5,A2906,CityStreetPath,Single,YES,N/A,,PT-100-5-UAC-40,< 25 feet,HPS_120_100,HPS,120,100,S-LD-30,Berkeley_Install_1-5-15_12_49_00_PM_A2906_installer4.jpg,OK,Metal,LS-2,6232662147,4763978109,2918 ADELINE ST,,0501_1624_0069,Sensity,01/15/2015 12:00:00 AM +0000,Graybar,5,05/01/2014 12:00:00 AM +0000
A2907,01/15/2015 12:00:00 AM +0000,30,POINT (-122.26843599955428 37.856275999267744),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.856276,-122.268436,5,A2907,CityStreetPath,Single,YES,N/A,,PT-100-5-UAC-40,< 25 feet,HPS_120_100,HPS,120,100,S-LD-30,Berkeley_Install_1-5-15_10_16_00_AM_a2907_installer8.jpg,OK,Metal,LS-2,6232662147,4763978860,ADELINE ST,,0501_1619_5127,Sensity,01/15/2015 12:00:00 AM +0000,Graybar,5,05/01/2014 12:00:00 AM +0000
A2905,01/15/2015 12:00:00 AM +0000,30,POINT (-122.26818099979839 37.856322998924846),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.856323,-122.268181,5,A2905,CityStreetPath,Single,YES,N/A,,PT-100-5-UAC-40,< 25 feet,HPS_120_100,HPS,120,100,S-LD-30,Berkeley_Install_1-5-15_9_25_00_AM_A2905_installer4.jpg,OK,Metal,LS-2,6232662147,4763978528,2911 ADELINE ST,,0501_1616_8295,Sensity,01/15/2015 12:00:00 AM +0000,Graybar,5,05/01/2014 12:00:00 AM +0000
A2878,01/15/2015 12:00:00 AM +0000,30,POINT (-122.26868800047279 37.85670899866544),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.856709,-122.268688,5,A2878,CityStreetPath,Single,YES,N/A,,PT-100-5-UAC-40,< 25 feet,HPS_120_100,HPS,120,100,S-LD-30,Berkeley_Install_1-5-15_12_44_00_PM_A2878_installer4.jpg,OK,Metal,LS-2,6232662147,4763978505,2886 ADELINE ST,,0430_1733_0799,Sensity,01/15/2015 12:00:00 AM +0000,Graybar,5,04/30/2014 12:00:00 AM +0000
A2874,01/15/2015 12:00:00 AM +0000,30,POINT (-122.26862700040823 37.856966999056425),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.856967,-122.268627,5,A2874,CityStreetPath,Single,YES,N/A,,PT-100-5-UAC-40,< 25 feet,HPS_120_100,HPS,120,100,S-LD-30,Berkeley_Install_1-5-15_11_39_00_AM_A2874_installer4.jpg,OK,Metal,LS-2,6232662147,4763977532,2868 ADELINE ST,,0430_1730_9258,Sensity,01/15/2015 12:00:00 AM +0000,Graybar,5,04/30/2014 12:00:00 AM +0000
A2873,01/15/2015 12:00:00 AM +0000,30,POINT (-122.26791800050526 37.85703799887915),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.857038,-122.267918,5,A2873,CityStreetPath,Single,YES,N/A,,PT-100-5-UAC-40,< 25 feet,HPS_120_100,HPS,120,100,S-LD-30,Berkeley_Install_1-5-15_10_34_00_AM_A2873_installer4.jpg,OK,Metal,LS-2,6232662147,4763977000,2869 ADELINE ST,,0430_1640_6636,Sensity,01/15/2015 12:00:00 AM +0000,Graybar,5,04/30/2014 12:00:00 AM +0000
A2864,01/15/2015 12:00:00 AM +0000,30,POINT (-122.26850000027689 37.857184999173526),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.857185,-122.2685,5,A2864,CityStreetPath,Single,YES,N/A,,PT-100-5-UAC-40,< 25 feet,HPS_120_100,HPS,120,100,S-LD-30,Berkeley_Install_1-5-15_11_19_00_AM_A2864_installer4.jpg,OK,Metal,LS-2,6232662147,4763976050,2848 ADELINE ST,,0430_1728_8805,Sensity,01/15/2015 12:00:00 AM +0000,Graybar,5,04/30/2014 12:00:00 AM +0000
EU1290,01/15/2015 12:00:00 AM +0000,30,POINT (-122.26280700021712 37.88437199880877),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.884372,-122.262807,5,EU1290,CityStreetPath,Single,YES,PHOTOCELL,,PT-100-5-UAC-40,< 25 feet,HPS_120_100,HPS,120,100,S-LD-30,Berkeley_Install_1-5-15_1_59_00_PM_x_installer8.jpg,OK,Metal,LS-2,6232662147,4940988145,1396 BAY VIEW PL,,0506_0941_2918,Sensity,01/15/2015 12:00:00 AM +0000,Graybar,5,05/06/2014 12:00:00 AM +0000
EU1270,01/15/2015 12:00:00 AM +0000,30,POINT (-122.26285499994005 37.88483999908765),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.88484,-122.262855,5,EU1270,CityStreetPath,Single,YES,PHOTOCELL,,PT-100-5-UAC-40,< 25 feet,HPS_120_100,HPS,120,100,S-LD-30,Berkeley_Install_1-5-15_1_46_00_PM_eu1270_installer8.jpg,OK,Metal,LS-2,6232662147,4940987813,1290 EUCLID AVE,,0506_1143_8727,Sensity,01/15/2015 12:00:00 AM +0000,Graybar,5,05/06/2014 12:00:00 AM +0000
RG1,01/15/2015 12:00:00 AM +0000,30,POINT (-122.26274699995412 37.88507599947627),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.885076,-122.262747,5,RG1,CityStreetPath,Single,YES,PHOTOCELL,,PT-100-5-UAC-40,< 25 feet,HPS_120_100,HPS,120,100,S-LD-30,Berkeley_Install_1-5-15_1_32_00_PM_rg1_installer8.jpg,OK,Metal,LS-2,6232662147,4941151987,1278 EUCLID AVE,,0506_1140_0244,Sensity,01/15/2015 12:00:00 AM +0000,Graybar,5,05/06/2014 12:00:00 AM +0000
EU1251,01/15/2015 12:00:00 AM +0000,30,POINT (-122.26254099944302 37.88565199921537),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.885652,-122.262541,5,EU1251,CityStreetPath,Single,YES,PHOTOCELL,,PT-100-5-UAC-40,< 25 feet,HPS_120_100,HPS,120,100,S-LD-30,Berkeley_Install_1-5-15_12_37_00_PM_eu1251_installer8.jpg,OK,Metal,LS-2,6232662147,4940987149,1269 EUCLID AVE,,0506_1139_6423,Sensity,01/15/2015 12:00:00 AM +0000,Graybar,5,05/06/2014 12:00:00 AM +0000
EU1250,01/15/2015 12:00:00 AM +0000,30,POINT (-122.26270199977141 37.88567399873816),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.885674,-122.262702,5,EU1250,CityStreetPath,Single,YES,PHOTOCELL,,PT-100-5-UAC-40,< 25 feet,HPS_120_100,HPS,120,100,S-LD-30,Berkeley_Install_1-5-15_1_17_00_PM_eu1250_installer8.jpg,OK,Metal,LS-2,6232662147,4940986817,1270 EUCLID AVE,,0506_1138_1275,Sensity,01/15/2015 12:00:00 AM +0000,Graybar,5,05/06/2014 12:00:00 AM +0000
