FACILITYID,INSTALLDAT,WATTAGE,the_geom,CONDITION,LASTUPDATE,ACCOUNT,ARM_LENGTH,LATITUDE,LONGITUDE,DISTRIBUTI,CITY_FACIL,GROUP_,HEADS,INSTALLED,PHOTOCELL,ISSUES_REP,MODEL_NUMB,MOUNTING_H,OLD_TARIFF,OLD_TYPE,VOLTAGE,OLD_WATTAG,PGE_TARIFF,PLATE_PHOT,POLE_CONDI,POLE_MATER,RATE,SAID,SPID,ADDRESS,TWIN_POLE_,UNIQUE_ID,MANUFACTUR,WARRANTY_D,WARRANTY_P,WARRANTY,AUDIT_DATE
S93,01/17/2015 12:00:00 AM +0000,55,POINT (-122.26821599957998 37.87128399880363),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.871284,-122.268216,3,S93,CityStreetPath,Single,YES,N/A,,PT-175-5-UAC-40,< 25 feet,HPS_120_100,HPS,120,100,S-LD-55,Berkeley_Install_1-17-15_8_35_00_AM_S93_installer4.jpg,OK,Metal,LS-2,6232662147,7315998285,ADDISON ST,,0520_1248_6116,Sensity,01/17/2015 12:00:00 AM +0000,Graybar,5,05/20/2015 12:00:00 AM +0000
PB44,01/13/2015 12:00:00 AM +0000,48,POINT (-122.30265000002592 37.866183998981455),OK,11/30/1899 12:00:00 AM +0000,1005714586,2,37.866184,-122.30265,2,NO CITY DATA,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-13-15_10_55_AM_ani3n_installer8.jpg,OK,Metal,metered,#N/A,METERED,1 Bolivar Drive,,0115_1033_1011,SimplyLED,01/13/2015 12:00:00 AM +0000,Tanko Lighting,10,01/15/2015 12:00:00 AM +0000
AD715,01/12/2015 12:00:00 AM +0000,48,POINT (-122.2999940004867 37.86619899899626),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.866199,-122.299994,2,NO CITY DATA,CityStreetPath,Single,YES,PHOTOCELL,,ALD-50-N40-V450,< 25 feet,HPS_120_150,HPS,120,150,S-LD-50,Berkeley_Install_1-12-15_2_06_PM_AD715_installer4.jpg,OK,Metal,LS-2,6232662091,7682496694,713 ADDISON ST,,11215_14_06_16,SimplyLED,01/12/2015 12:00:00 AM +0000,Tanko Lighting,10,01/28/2015 12:00:00 AM +0000
SC3092,01/09/2015 12:00:00 AM +0000,48,POINT (-122.27878899970369 37.851656998801),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.851657,-122.278789,2,SC3092,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_9_36_AM_sc3092_installer8.jpg,OK,Metal,LS-2,6232662014,8013936974,SACRAMENTO ST,,0416_1454_5203,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,04/16/2014 12:00:00 AM +0000
SC3047,01/09/2015 12:00:00 AM +0000,48,POINT (-122.27850299961962 37.8516959988152),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.851696,-122.278503,2,SC3047,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_10_31_AM_sc3047_installer8.jpg,OK,Metal,LS-2,6232662014,8013939014,3087 SACRAMENTO ST,,0416_1418_3519,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,04/16/2014 12:00:00 AM +0000
SC3088,01/09/2015 12:00:00 AM +0000,48,POINT (-122.27881000046754 37.851748999124524),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.851749,-122.27881,2,SC3088,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_9_50_AM_SC3088_installer8.jpg,OK,Metal,LS-2,6232662014,8013936982,SACRAMENTO ST,,0416_1455_7944,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,04/16/2014 12:00:00 AM +0000
SC3045,01/09/2015 12:00:00 AM +0000,48,POINT (-122.2785260004319 37.85178999879746),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.85179,-122.278526,2,SC3045,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_10_44_AM_sc3045_installer8.jpg,OK,Metal,LS-2,6232662014,8013939004,3075 SACRAMENTO ST,,0416_1418_3518,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,04/16/2014 12:00:00 AM +0000
SC3080,01/09/2015 12:00:00 AM +0000,48,POINT (-122.27882799993503 37.85182599883583),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.851826,-122.278828,2,SC3080,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_9_34_AM_sc3080_installer8.jpg,OK,Metal,LS-2,6232662014,8013936988,3078 SACRAMENTO ST,,0416_1456_6175,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,04/16/2014 12:00:00 AM +0000
SC3043,01/09/2015 12:00:00 AM +0000,48,POINT (-122.27854299966344 37.85186299878432),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.851863,-122.278543,2,SC3043,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_10_32_AM_sc3043_installer8.jpg,OK,Metal,LS-2,6232662014,8013938098,3071 SACRAMENTO ST,,0416_1417_8481,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,04/16/2014 12:00:00 AM +0000
SC3035,01/09/2015 12:00:00 AM +0000,48,POINT (-122.2785990000899 37.85208899908806),OK,11/30/1899 12:00:00 AM +0000,6232662070,6,37.852089,-122.278599,2,SC3035,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_10_59_AM_sc3035_installer8.jpg,OK,Metal,LS-2,6232662014,8013938092,3065 SACRAMENTO ST,,0416_1416_0266,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,04/16/2014 12:00:00 AM +0000
SC3060,01/09/2015 12:00:00 AM +0000,48,POINT (-122.27890699976577 37.852174998969716),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.852175,-122.278907,2,SC3060,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_8_49_AM_sc3060_installer8.jpg,OK,Metal,LS-2,6232662014,8013936994,SACRAMENTO ST,,0416_1457_6845,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,04/16/2014 12:00:00 AM +0000
SC3033,01/09/2015 12:00:00 AM +0000,48,POINT (-122.27862699945314 37.852206998704766),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.852207,-122.278627,2,SC3033,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_11_00_AM_sc3033_installer8.jpg,OK,Metal,LS-2,6232662014,8013938086,3063 SACRAMENTO ST,,0416_1416_3091,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,04/16/2014 12:00:00 AM +0000
SC3050,01/09/2015 12:00:00 AM +0000,48,POINT (-122.27894500016578 37.85232299896885),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.852323,-122.278945,2,SC3050,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_8_37_AM_sc3050_installer8.jpg,OK,Metal,LS-2,6232662014,8013938008,3056 SACRAMENTO ST,,0416_1458_5621,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,04/16/2014 12:00:00 AM +0000
SC3034,01/09/2015 12:00:00 AM +0000,48,POINT (-122.27901100032878 37.85258799894003),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.852588,-122.279011,2,SC3034,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_8_20_AM_sc3034_installer8.jpg,OK,Metal,LS-2,6232662014,8013938016,SACRAMENTO ST,,0416_1459_4154,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,04/16/2014 12:00:00 AM +0000
SC3027,01/09/2015 12:00:00 AM +0000,48,POINT (-122.2787220001019 37.852609998899105),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.85261,-122.278722,2,SC3027,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_11_16_AM_SC_3027_installer8.jpg,OK,Metal,LS-2,6232662022,8024394308,3033 SACRAMENTO ST,,0416_1414_0962,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,04/16/2014 12:00:00 AM +0000
SC3024,01/09/2015 12:00:00 AM +0000,48,POINT (-122.27903400001718 37.85270099900221),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.852701,-122.279034,2,SC3024,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_8_05_AM_sc3024_installer8.jpg,OK,Metal,LS-2,6232662014,8013938026,3034 SACRAMENTO ST,,0416_1459_1983,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,04/16/2014 12:00:00 AM +0000
SC3023,01/09/2015 12:00:00 AM +0000,48,POINT (-122.27874599948659 37.85272499880304),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.852725,-122.278746,2,SC3023,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_11_17_AM_SC_3023_installer8.jpg,OK,Metal,LS-2,6232662022,8024394302,3027 SACRAMENTO ST,,0416_1414_7299,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,04/16/2014 12:00:00 AM +0000
SC3007,01/09/2015 12:00:00 AM +0000,48,POINT (-122.2787890002157 37.85292899897178),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.852929,-122.278789,2,SC3007,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_11_35_AM_SC3007_installer8.jpg,OK,Metal,LS-2,6232662022,8024393294,3013 SACRAMENTO ST,,0416_1413_7751,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,04/16/2014 12:00:00 AM +0000
SC3012,01/09/2015 12:00:00 AM +0000,48,POINT (-122.27910099958437 37.853015998948635),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.853016,-122.279101,2,SC3012,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_7_49_AM_sc3012_installer8.jpg,OK,Metal,LS-2,6232662014,8013938032,3016 SACRAMENTO ST,,0416_1500_8596,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,04/16/2014 12:00:00 AM +0000
SC3003,01/09/2015 12:00:00 AM +0000,48,POINT (-122.27881399993817 37.85304599864748),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.853046,-122.278814,2,SC3003,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_11_38_AM_SC_3003_installer8.jpg,OK,Metal,LS-2,6232662022,8024393288,3005 SACRAMENTO ST,,0416_1412_8009,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,04/16/2014 12:00:00 AM +0000
SC2991,01/09/2015 12:00:00 AM +0000,48,POINT (-122.27891199977215 37.85351099904632),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.853511,-122.278912,2,SC2991,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_12_44_PM_SC2991_installer8.jpg,OK,Metal,LS-2,6232662022,8024393282,2991 SACRAMENTO ST,,0416_1410_3744,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,04/16/2014 12:00:00 AM +0000
SC2976,01/09/2015 12:00:00 AM +0000,48,POINT (-122.27924400038053 37.85358299920655),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.853583,-122.279244,2,SC2976,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_2_05_PM_SC_2976_installer8.jpg,OK,Metal,LS-2,6232662014,8013938038,2978 SACRAMENTO ST,,0416_1507_4438,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,04/16/2014 12:00:00 AM +0000
SC2983,01/09/2015 12:00:00 AM +0000,48,POINT (-122.2789390003001 37.85362299883853),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.853623,-122.278939,2,SC2983,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_12_54_PM_SC2983_installer8.jpg,OK,Metal,LS-2,6232662022,8024393274,2977 SACRAMENTO ST,,0416_1409_3207,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,04/16/2014 12:00:00 AM +0000
SC2960,01/09/2015 12:00:00 AM +0000,48,POINT (-122.2793309999717 37.85390299920846),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.853903,-122.279331,2,SC2960,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_2_08_PM_SC_2960_installer8.jpg,OK,Metal,LS-2,6232662014,8013938046,2964 SACRAMENTO ST,,0416_1508_6207,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,04/16/2014 12:00:00 AM +0000
SC2954,01/09/2015 12:00:00 AM +0000,48,POINT (-122.27936400011718 37.85402499943068),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.854025,-122.279364,2,SC2954,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_2_03_PM_SC_2954_installer8.jpg,OK,Metal,LS-2,6232662014,8013938056,2956 SACRAMENTO ST,,0416_1509_3038,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,04/16/2014 12:00:00 AM +0000
SC2933,03/04/2015 12:00:00 AM +0000,48,POINT (-122.27908500041914 37.8542909986454),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.854291,-122.279085,2,SC2933,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_70,HPS,120,70,S-LD-50,Berkeley_Install_3-4-15_5_41_PM_SC2933_installerin.jpg,OK,Metal,LS-2,6232662004,8013928676,2933 SACRAMENTO ST,,0416_1405_9092,SimplyLED,03/04/2015 12:00:00 AM +0000,Tanko Lighting,10,04/16/2014 12:00:00 AM +0000
SC2932,01/09/2015 12:00:00 AM +0000,48,POINT (-122.27942800012555 37.8543399988001),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.85434,-122.279428,2,SC2932,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_1_40_PM_SC_2932_installer8.jpg,OK,Metal,LS-2,6232662014,8013938062,SACRAMENTO ST,,0416_1510_4899,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,04/16/2014 12:00:00 AM +0000
SC2914,01/09/2015 12:00:00 AM +0000,48,POINT (-122.27947499967422 37.854576998809726),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.854577,-122.279475,2,SC2914,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_1_39_PM_SC_2914_installer8.jpg,OK,Metal,LS-2,6232662014,8013938068,2918 SACRAMENTO ST,,0416_1512_1369,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,04/16/2014 12:00:00 AM +0000
SC2904,01/09/2015 12:00:00 AM +0000,48,POINT (-122.27949299997557 37.85466899863888),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.854669,-122.279493,2,SC2904,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_1_49_PM_SC_2914_installer8.jpg,OK,Metal,LS-2,6232662014,8013938076,2914 SACRAMENTO ST,,0416_1512_4981,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,04/16/2014 12:00:00 AM +0000
SC2903,01/09/2015 12:00:00 AM +0000,48,POINT (-122.2792030001606 37.85471099875571),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.854711,-122.279203,2,SC2903,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-9-15_1_08_PM_SC_2903_installer8.jpg,OK,Metal,LS-2,6232662022,8024393264,2911 SACRAMENTO ST,,0416_1401_2065,SimplyLED,01/09/2015 12:00:00 AM +0000,Tanko Lighting,10,04/16/2014 12:00:00 AM +0000
CL1100A,01/14/2015 12:00:00 AM +0000,48,POINT (-122.27852199981155 37.88704699877962),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.887047,-122.278522,2,CL1100A,CityStreetPath,Single,YES,PHOTOCELL,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-14-15_10_23_AM_cl1100a_installer8.jpg,OK,Metal,LS-2,6232662016,8013942232,RAMP,,0508_1107_1037,SimplyLED,01/14/2015 12:00:00 AM +0000,Tanko Lighting,10,05/08/2014 12:00:00 AM +0000
AD709,01/12/2015 12:00:00 AM +0000,48,POINT (-122.30023099967447 37.86617599898473),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.866176,-122.300231,2,NO CITY DATA,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,MH_120_150,MH,120,150,S-LD-50,Berkeley_Install_1-12-15_2_24_PM_AD709_installer4.jpg,OK,Metal,LS-2,6232662091,7682496646,709 ADDISON ST,,0418_0910_4206,SimplyLED,01/12/2015 12:00:00 AM +0000,Tanko Lighting,10,04/18/2014 12:00:00 AM +0000
AD719,01/12/2015 12:00:00 AM +0000,48,POINT (-122.29967999966534 37.86628399929859),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.866284,-122.29968,2,NO CITY DATA,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,MH_120_150,MH,120,150,S-LD-50,Berkeley_Install_1-12-15_1_51_PM_AD719_installer4.jpg,OK,Metal,LS-2,6232662091,7682496619,715 ADDISON ST,,0418_0916_4853,SimplyLED,01/12/2015 12:00:00 AM +0000,Tanko Lighting,10,04/18/2014 12:00:00 AM +0000
FO2098,01/12/2015 12:00:00 AM +0000,48,POINT (-122.29958299948179 37.866432999200725),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.866433,-122.299583,2,NO CITY DATA,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,MH_120_100,MH,120,100,S-LD-50,Berkeley_Install_1-12-15_1_11_PM_FO2098_installer4.jpg,OK,Metal,LS-2,6232662091,7682496666,717 ADDISON ST,,0418_0920_6161,SimplyLED,01/12/2015 12:00:00 AM +0000,Tanko Lighting,10,04/18/2014 12:00:00 AM +0000
FO2092,01/12/2015 12:00:00 AM +0000,48,POINT (-122.29964300019726 37.866606999379506),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.866607,-122.299643,2,NO CITY DATA,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,MH_120_150,MH,120,150,S-LD-50,Berkeley_Install_1-12-15_12_56_PM_FO2092_installer4.jpg,OK,Metal,LS-2,6232662091,7682496686,2070 4TH ST,,0418_0934_2858,SimplyLED,01/12/2015 12:00:00 AM +0000,Tanko Lighting,10,04/18/2014 12:00:00 AM +0000
FO2076,01/12/2015 12:00:00 AM +0000,48,POINT (-122.29972900029227 37.86687299869601),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.866873,-122.299729,2,NO CITY DATA,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,MH_120_150,MH,120,150,S-LD-50,Berkeley_Install_1-12-15_11_10_AM_FO2076_installer4.jpg,OK,Metal,LS-2,6232662091,7682496640,2049 4TH ST,,0418_0940_5239,SimplyLED,01/12/2015 12:00:00 AM +0000,Tanko Lighting,10,04/18/2014 12:00:00 AM +0000
FO2066,01/12/2015 12:00:00 AM +0000,48,POINT (-122.29980599993199 37.86709899907894),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.867099,-122.299806,2,NO CITY DATA,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,MH_120_150,MH,120,150,S-LD-50,Berkeley_Install_1-12-15_10_35_AM_FO2066_installer4.jpg,OK,Metal,LS-2,6232662091,7682496699,2030 4TH ST,,0418_0952_3411,SimplyLED,01/12/2015 12:00:00 AM +0000,Tanko Lighting,10,04/18/2014 12:00:00 AM +0000
FO2070,01/12/2015 12:00:00 AM +0000,48,POINT (-122.29969699959851 37.8672209988334),OK,11/30/1899 12:00:00 AM +0000,6232662070,2,37.867221,-122.299697,2,NO CITY DATA,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,MH_120_150,MH,120,150,S-LD-50,Berkeley_Install_1-12-15_10_52_AM_FO2070_installer4.jpg,OK,Metal,LS-2,6232662091,7682496655,2029 4TH ST,,0418_0943_7544,SimplyLED,01/12/2015 12:00:00 AM +0000,Tanko Lighting,10,04/18/2014 12:00:00 AM +0000
RS57,01/13/2015 12:00:00 AM +0000,48,POINT (-122.30063299972417 37.866675999079405),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.866676,-122.300633,2,NO CITY DATA,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-13-15_2_07_PM_RS_57_installer8.jpg,OK,Fiberglass,LS-2,4439239517,7553254956,2050 3RD ST,,0423_1328_3324,SimplyLED,01/13/2015 12:00:00 AM +0000,Tanko Lighting,10,04/23/2014 12:00:00 AM +0000
RS56,01/13/2015 12:00:00 AM +0000,48,POINT (-122.30069299971645 37.86678599875426),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.866786,-122.300693,2,NO CITY DATA,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-13-15_1_07_PM_rs56_installer8.jpg,OK,Fiberglass,LS-2,4439239517,7553254974,2042 3RD ST,,0423_1328_9258,SimplyLED,01/13/2015 12:00:00 AM +0000,Tanko Lighting,10,04/23/2014 12:00:00 AM +0000
RS53,01/13/2015 12:00:00 AM +0000,48,POINT (-122.30070000001338 37.8668969986057),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.866897,-122.3007,2,NO CITY DATA,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-13-15_1_29_PM_rs53_installer8.jpg,OK,Fiberglass,LS-2,4439239517,7553254971,2033 3RD ST,,0423_1327_9979,SimplyLED,01/13/2015 12:00:00 AM +0000,Tanko Lighting,10,04/23/2014 12:00:00 AM +0000
RS48,01/13/2015 12:00:00 AM +0000,48,POINT (-122.30071699991898 37.86699399946682),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.866994,-122.300717,2,NO CITY DATA,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-13-15_1_50_PM_RS_48_installer8.jpg,OK,Fiberglass,LS-2,4439239517,7553254920,2027 3RD ST,,0423_1326_1748,SimplyLED,01/13/2015 12:00:00 AM +0000,Tanko Lighting,10,04/23/2014 12:00:00 AM +0000
RS45,01/13/2015 12:00:00 AM +0000,48,POINT (-122.30074999985683 37.86709699882434),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.867097,-122.30075,2,NO CITY DATA,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-13-15_2_08_PM_RS_45_installer8.jpg,OK,Fiberglass,LS-2,4439239517,7553254949,2017 3RD ST,,0423_1326_5025,SimplyLED,01/13/2015 12:00:00 AM +0000,Tanko Lighting,10,04/23/2014 12:00:00 AM +0000
RS40,01/14/2015 12:00:00 AM +0000,48,POINT (-122.30082300015005 37.86714199862584),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.867142,-122.300823,2,NO CITY DATA,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-14-15_8_30_AM_rs40_installer3.jpg,OK,Fiberglass,LS-2,4439239517,7553254904,2012 3RD ST,,0423_1325_2284,SimplyLED,01/14/2015 12:00:00 AM +0000,Tanko Lighting,10,04/23/2014 12:00:00 AM +0000
RS17,01/14/2015 12:00:00 AM +0000,48,POINT (-122.30075299972144 37.867187998634876),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.867188,-122.300753,2,NO CITY DATA,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-14-15_1_00_PM_RS17A_installer3.jpg,OK,Fiberglass,LS-2,4439239517,7553254939,2011 3RD ST,,0423_1325_5318,SimplyLED,01/14/2015 12:00:00 AM +0000,Tanko Lighting,10,04/23/2014 12:00:00 AM +0000
RS15,01/14/2015 12:00:00 AM +0000,48,POINT (-122.30090299960473 37.867543999104996),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.867544,-122.300903,2,NO CITY DATA,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-14-15_12_07_PM_RS15_installer3.jpg,OK,Fiberglass,LS-2,4439239517,7553254962,3RD ST,,0423_1323_0255,SimplyLED,01/14/2015 12:00:00 AM +0000,Tanko Lighting,10,04/23/2014 12:00:00 AM +0000
RS14,01/14/2015 12:00:00 AM +0000,48,POINT (-122.30094200047925 37.86763799946597),OK,11/30/1899 12:00:00 AM +0000,6274328734,2,37.867638,-122.300942,2,NO CITY DATA,CityStreetPath,Single,YES,N/A,,ALD-50-N40-V450,< 25 feet,HPS_120_100,HPS,120,100,S-LD-50,Berkeley_Install_1-14-15_10_17_AM_RS14_installer3.jpg,OK,Fiberglass,LS-2,4439239517,7553254903,3RD ST,,0423_1322_9256,SimplyLED,01/14/2015 12:00:00 AM +0000,Tanko Lighting,10,04/23/2014 12:00:00 AM +0000
